	alamat	judul	
14	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=1	Masyarakat Diminta Segara Lapor jika Alami Sakit yang Lama Pasca-vaksinasi Covid-19	
15	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=1	Ini Alasan KPK SP3 Kasus BLBI dengan Tersangka Sjamsul Nursalim 	
16	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=2	SP3 Perdana KPK, Penghentian Penyidikan Sjamsul Nursalim di Kasus BLBI	
17	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=2	Polisi Selidiki Asal Senjata Pelaku Penyerangan di Mabes Polri	
18	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=2	Kasus BLBI, KPK Rilis SP3 Penyidikan Sjamsul Nursalim dan Istrinya	
19	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=2	Satgas Ingatkan Petugas Posko PPKM Periksa Kesehatan Pendatang	
20	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=2	Satgas: Vaksinasi Nasional Tetap Jalan meski India Embargo AstraZeneca	
21	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=2	Wapres Apresiasi Peran Pemuka Agama dan FKUB Jaga Persatuan dan Kesatuan Indonesia	
22	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=2	Satgas Covid-19 Minta Perayaan Paskah Sesuai Protokol Kesehatan dan Aturan PPKM Mikro	
23	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=2	Survei SMRC, Peluang Prabowo pada Pilpres 2024 Tak Lebih Baik dari 2019	
24	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=2	Ini Konstruksi Perkara yang Menjerat Bupati Bandung Barat Aa Umbara	
25	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=2	Aksi Teroris Milenial, Mengapa Fenomena Ini Terjadi?	
26	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=2	Polisi Sebut Pelaku Penyerangan di Mabes Polri Gunakan Airgun Kaliber 4,5 Milimeter	
27	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=2	Satgas Harap Masyarakat Bangun Budaya Hidup Bersama Covid-19	
28	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=2	Sekolah Tatap Muka Dimulai Juli, KPAI Sarankan Strategi Pencegahan Covid-19 Berlapis	
29	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=2	Ngabalin: Jangan Minta Presiden Pecat Moeldoko...	
30	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=2	Sebaran 6.142 Kasus Baru Covid-19, Tertinggi di DKI dengan 1.337 Kasus	
31	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=3	Survei SMRC: Simulasi Elektabilitas Capres, Suara Jokowi Akan Beralih ke Ganjar	
32	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=3	UPDATE: 3.830.675 Orang Sudah Divaksin Covid-19 Dosis Kedua, 8.291.164 Dosis Pertama	
33	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=3	Bupati Bandung Barat Aa Umbara dan Anaknya Mengaku Sakit, KPK Tak Lakukan Penahanan	
34	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=3	Bupati Bandung Barat Aa Umbara Tersangka KPK, Anaknya Juga	
35	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=3	Eks Mensos Juliari Batubara dkk Segera Disidang	
36	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=3	KPK Tetapkan Bupati Bandung Barat Aa Umbara Tersangka Kasus Pengadaan Barang Darurat Covid-19	
37	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=3	UPDATE 1 April: Total Spesimen Covid-19 yang Diperiksa 12.780.101	
38	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=3	Komisi Yudisial Tunjuk Miko Ginting sebagai Juru Bicara	
39	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=3	Pengamanan di Pintu-pintu Masuk Mabes Polri Diperketat Usai Penyerangan	
40	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=3	UPDATE 1 April: Ada 121.222 Kasus Aktif Covid-19 di Indonesia	
41	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=3	UPDATE 1 April: Ada 62.623 Suspek Terkait Covid-19	
42	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=3	UPDATE: Bertambah 196, Kasus Kematian akibat Covid-19 Mencapai 41.054	
43	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=3	UPDATE 1 April: Tambah 7.248, Pasien Covid-19 Sembuh Kini 1.355.578 Orang	
44	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=3	PBNU Sebut Terorisme Bahaya Laten di Indonesia	
45	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=3	Survei SMRC: PDI-P Miliki Dukungan Terbesar di Masyarakat, Nasdem Turun 5 Persen	
46	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=4	Politisi Demokrat Sarankan Moeldoko Mundur dari Jabatan KSP	
47	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=4	UPDATE: Tambah 6.142, Kasus Covid-19 Indonesia Kini 1.517.854 Orang	
48	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=4	Wujudkan Kemudahan Berusaha, KKP Atur Standar Perizinan Usaha Perikanan Tangkap Berbasis Risiko	
49	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=4	Survei SMRC: 69,2 Persen Puas dengan Kerja Pemerintah Tangani Covid-19	
50	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=4	Moeldoko: Tidak Ada Tempat Sembunyi bagi Pihak yang Terlibat Terorisme	
51	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=4	Survei SMRC: 77 Persen Responden Puas dengan Kinerja Presiden Jokowi	
52	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=4	Kepala BP Bintan Diperiksa KPK Terkait Kuota Rokok dan Minuman Beralkohol	
53	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=4	Suami Istri dan Perempuan Muda Jadi Pelaku Teror, Ketua DPR: Mengkhawatirkan dan Menyedihkan	
54	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=4	Bupati Banggai Laut Nonaktif Wenny Bukamo Segera Disidang di PN Tipikor Palu	
55	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=4	Polisi Sudah Tangkap 18 Terduga Teroris Terkait Aksi di Makassar, Salah Satunya Otak Pembuat Bom	
56	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=4	Masih Optimistis, Kubu KLB Moeldoko Ajukan Gugatan ke PTUN Hari Ini	
57	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=4	Polri Periksa Polisi yang Berjaga di Pos Saat Peristiwa Penyerangan ZA	
58	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=4	Jokowi: Masyarakat Harus Makin Cerdas dan Kritis Pilih Informasi	
59	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=4	Muncul Aksi Terorisme, KSP Minta Masyarakat Saling Jaga	
60	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=4	Deradikalisasi Tak Akan Berhasil jika Gunakan Pendekatan Kekuasaan	
61	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=5	Mendikbud Dorong Sekolah yang Kesulitan PJJ Agar Mulai Pembelajaran Tatap Muka Terbatas	
62	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=5	Jokowi: Keterbukaan Informasi Faktor Penting Kesuksesan Penanganan Pandemi	
63	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=5	Polri Akui Kecolongan ZA Bisa Masuk ke Mabes Polri Bawa Senjata Api 	
64	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=5	Moeldoko: Tak Ada Tempat Sembunyi bagi Teroris	
65	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=5	PBNU: Terorisme Muncul karena Kekeliruan dalam Memahami Ajaran Agama	
66	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=5	Tak Ingin Jokowi Terseret, Nasdem Setuju Moeldoko Dicopot dari Jabatan KSP	
67	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=5	Pasca-penyerangan, Mabes Polri Audit Sistem Keamanan 	
68	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=5	Istana: Ancaman Terorisme Nyata dan Dekat, Hentikan Opini soal Konspirasi	
69	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=5	Polri Dalami Kemungkinan Adanya Jaringan Teroris di Balik Aksi Lone Wolf ZA 	
70	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=5	PBNU Imbau Masyarakat Tak Takut dengan Aksi Terorisme	
71	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=5	Pemerintah Diminta Waspadai Pola Penyebaran Ekstremisme di Lingkup Keluarga	
72	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=5	Mendikbud: Baru 550.000 Tenaga Pendidik yang Disuntik Vaksin Covid-19	
73	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=5	Mendikbud: Sekolah Tidak Boleh Paksa Anak untuk Ikut Pembelajaran Tatap Muka Terbatas	
74	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=5	Saat Eks Menkes Siti Fadilah Merasa Diserang Konspirasi Media Kala Tangani Wabah Flu Burungâ€¦	
75	https://indeks.kompas.com/?site=nasional&date=2021-4-1&page=5	Bio Farma: Ketersediaan Vaksin Bulan Ini Diperkirakan Meningkat hingga 11,9 Juta Dosis	
76	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=1	Kasus Sjamsul Nursalim Dihentikan, MAKI: KPK Lupa Ingatan atas Surat Dakwaan	
77	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=1	KPK Dalami Berbagai Proyek yang Direkomendasikan Nurdin Abdullah	
78	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=1	UPDATE: 3.867.566 Orang Sudah Divaksin Covid-19 Dosis Kedua, 8.418.589 Dosis Pertama	
79	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=1	Periksa Istri Nurhadi, KPK Dalami Rumah Persembunyian Saat Buron	
80	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=1	Pamerkan Pradesain Istana Ibu Kota Baru, Jokowi Minta Masukan Masyarakat	
81	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=1	UPDATE: Sebaran 5.325 Kasus Baru Covid-19, DKI Terbanyak dengan 1.240	
82	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=1	Jelang Paskah, Panglima TNI Tinjau Gereja Katederal hingga Manggamaseang Makassar	
83	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=1	Presiden Jokowi Pamerkan Pradesain Istana Negara untuk Ibu Kota Baru	
84	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=1	UPDATE: Total Spesimen Covid-19 yang Diperiksa 12.836.596, Bertambah 52.496	
85	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=1	Mahfud: Pemerintah Upayakan RUU Perampasan Aset dan Pembatasan Transaksi Uang Kartal Disahkan	
86	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=1	UPDATE 2 April: Ada 63.251 Suspek Terkait Covid-19	
87	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=1	UPDATE 2 April: Ada 121.011 Kasus Aktif Covid-19 di Indonesia	
88	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=1	Partai Demokrat Belum Bahas Rencana Usung Moeldoko di Pilkada DKI	
89	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=1	UPDATE: Total Pasien Covid-19 Meninggal Capai 41.151, Bertambah 97 Orang	
90	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=1	UPDATE: Bertambah 5.439 Orang, Pasien Covid-19 Sembuh Kini 1.361.017	
91	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=2	UPDATE: Kasus Covid-19 Indonesia Kini 1.523.179 Orang, Bertambah 5.325	
92	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=2	Razman Arif Nasution Mundur dari Kubu Moeldoko	
93	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=2	Imparsial: Negara Wajib Jamin Rasa Aman Masyarakat dari Ancaman Terorisme	
94	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=2	1.062 Polsek Tak Menyidik, Ini Pertimbangan Polsek di Polda Metro Jaya Tetap Bisa	
95	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=2	KPK Hentikan Penyidikan Sjamsul dan Itjih Nursalim, BW: KPK Terkesan Do Nothing	
96	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=2	Mahfud: Banyak Pejabat-Politikus Takut RUU Pembatasan Transaksi Uang Kartal Disahkan	
97	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=2	"Satgas Sebut Menurunnya Kasus Covid-19 Bukan karena ""Testing"" yang Rendah"	
98	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=2	Terkait Larangan Mudik Lebaran 2021, Korlantas Polri Siapkan 333 Titik Sekat	
99	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=2	KPK SP3 Kasus Sjamsul Nursalim, Pengacara: Ini Angin Segar dalam Penegakan Hukum	
100	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=2	Pupusnya Mimpi Alde, Penyandang Disabilitas yang Tak Diangkat Jadi PNS dengan Alasan Kesehatan	
101	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=2	Semua Polsek di Wilayah Hukum Polda Metro Jaya Tetap Bisa Menyidik	
102	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=2	Mudik Dilarang, Menko PMK: Usaha Harus Terus Berdenyut	
103	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=2	Risma Hentikan BST, Wakil Ketua DPR Minta Pertimbangkan Lagi	
104	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=2	Kasus BLBI yang Jerat Sjamsul Nursalim Dihentikan, MAKI Akan Gugat KPK	
105	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=2	UPDATE: Tambah 3, Total 4.098 WNI Terpapar Covid-19 di Luar Negeri	
106	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=3	Mengingat Kembali Upaya KPK Memanggil Sjamsul Nursalim dan Istri yang Tak Pernah Hadir	
107	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=3	Satgas Covid-19 Ingatkan ASN Tak ke Luar Kota Saat Libur Paskah	
108	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=3	Jika Penanganan Terorisme Gagal, Polisi Dinilai Hanya Akan Jadi Korban	
109	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=3	Profil Aa Umbara, Bupati Bandung Barat yang Jadi Tersangka KPK	
110	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=3	Dari Anas Urbaningrum, Setya Novanto, Ratu Atut, hingga Imam Nahrawi, Deretan Tersangka yang Ditahan KPK pada Jumat Keramat	
111	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=3	Mengenal JAD dan MIT, Kelompok Teroris di Indonesia yang Berbaiat ke ISIS	
112	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=3	Perjalanan Kasus Sjamsul Nursalim, Jadi Buron Bersama Sang Istri, hingga Penyidikan Dihentikan KPK	
113	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=3	Penjelasan Lengkap Muhammadiyah Terkait Video Viral KTP Non-Islam Tak Bisa Daftar Vaksin	
114	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=3	KPK SP3 Kasus Sjamsul Nursalim, Pengacara: Jaminan Kepastian Hukum Ini Akan Tingkatkan Kepercayaan Investor	
115	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=3	Penjelasan Muhammadiyah soal Video Viral KTP Non-Islam Tak Bisa Ikut Vaksin	
116	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=3	Bupati Bandung Barat Aa Umbara Jadi Tersangka KPK, Ini Paparan Harta Kekayaannya	
117	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=3	NA	
118	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=3	NA	
119	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=3	NA	
120	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=3	NA	
121	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=4	NA	
122	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=4	NA	
123	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=4	NA	
124	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=4	NA	
125	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=4	NA	
126	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=4	NA	
127	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=4	NA	
128	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=4	NA	
129	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=4	NA	
130	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=4	NA	
131	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=4	NA	
132	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=4	NA	
133	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=4	NA	
134	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=4	NA	
135	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=4	NA	
136	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=5	NA	
137	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=5	NA	
138	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=5	NA	
139	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=5	NA	
140	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=5	NA	
141	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=5	NA	
142	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=5	NA	
143	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=5	NA	
144	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=5	NA	
145	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=5	NA	
146	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=5	NA	
147	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=5	NA	
148	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=5	NA	
149	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=5	NA	
150	https://indeks.kompas.com/?site=nasional&date=2021-4-2&page=5	NA	
151	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=1	Ada Pergeseran Pelaku Terorisme, Perempuan Kini Dilibatkan	
152	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=1	BEM SI Desak Polisi Usut Tuntas Masalah Terorisme di Indonesia	
153	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=1	Kapolri: Polisi Tangkap Lebih dari 30 Terduga Teroris Terkait Bom di Makassar	
154	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=1	Ke Gereja Katedral Jakarta, Kapolri Pastikan Keamanan Paskah	
155	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=1	AHY Harap Pancasila Tidak Jadi Pelabelan Satu Kelompok Melawan Kelompok Lain 	
156	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=1	Kementerian PPPA: Perempuan Rentan Terlibat dalam Terorisme	
157	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=1	Aturan Baru Kemenkes, Insentif Tenaga Kesehatan Langsung Dikirim ke Rekening Pribadi	
158	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=1	Saat Jokowi dan Prabowo Jadi Saksi Nikah Atta Halilintar dan Aurel Hermansyah	
159	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=1	Radikalisme, Bom Waktu yang Mengancam Masa Depan Bangsa	
160	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=1	UPDATE: Sebaran 4.345 Kasus Baru Covid-19, Tertinggi di DKI Jakarta	
161	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=1	BIN: Milenial Target Utama Kelompok Terorisme	
162	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=1	UPDATE 3 April: 3.951.869 Orang Divaksin Covid-19 Dosis Kedua, 8.533.422 Dosis Pertama	
163	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=1	UPDATE 3 April: Pemerintah Telah Periksa 12.876.662 Spesimen Terkait Covid-19	
164	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=1	UPDATE 3 April: Ada 62.489 Kasus Suspek Covid-19 di Indonesia	
165	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=1	UPDATE 3 April: Bertambah 91, Pasien Covid-19 yang Meninggal Dunia Capai 41.242	
166	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=2	UPDATE 3 April: 120.068 Kasus Aktif Covid-19 di Indonesia	
167	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=2	UPDATE: Bertambah 5.197, Pasien Sembuh dari Covid-19 Jadi 1.366.214 Orang	
168	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=2	UPDATE: Bertambah 4.345, Kini Ada 1.527.524 Kasus Covid-19 di Indonesia	
169	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=2	BIN Sebut Motif Pelaku Bom di Makassar, Salah Satunya Balas Dendam	
170	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=2	Waspadai Potensi Cuaca Ekstrem Satu Pekan ke Depan	
171	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=2	Media Sosial Masih Digunakan untuk Rekrut Teroris dan Sebar Doktrin Ekstremisme	
172	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=2	Gubernur Sulawesi Tengah Terpilih Diharapkan Mampu Mengentaskan Kemiskinan	
173	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=2	MUI: Terorisme Tidak Dapat Dibenarkan, meski Mengacu pada Argumentasi Keagamaan	
174	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=2	Dari Anas Urbaningrum, Nazaruddin, hingga Nurhadi, Deretan Kasus Gratifikasi yang Jadi Sorotan	
175	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=2	KPAI Ingatkan Pemda Petakan Kesiapan Sekolah untuk Belajar Tatap Muka	
176	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=2	Sore Ini, Tersangka Penjual Senjata Terkait Penyerangan Mabes Polri Tiba di Jakarta	
177	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=2	Densus 88 Tangkap Penjual Senjata Terkait Penyerangan di Mabes Polri	
178	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=2	Acara Pemuda Muhammadiyah di Manado, Kapolri Ajak Bangun Ketahanan Nasional 	
179	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=2	Kubu Moeldoko Klaim Tetap Solid Setelah Razman Nasution Mundur	
180	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=2	Selamat untuk Jokowi, SP3 Perdana KPK untuk Kasus BLBI... 	
181	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=3	ICW Nilai Penghentian Penyidikan Kasus Sjamsul Nursalim Efek Revisi UU KPK	
182	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=3	NA	
183	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=3	NA	
184	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=3	NA	
185	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=3	NA	
186	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=3	NA	
187	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=3	NA	
188	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=3	NA	
189	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=3	NA	
190	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=3	NA	
191	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=3	NA	
192	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=3	NA	
193	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=3	NA	
194	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=3	NA	
195	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=3	NA	
196	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=4	NA	
197	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=4	NA	
198	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=4	NA	
199	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=4	NA	
200	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=4	NA	
201	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=4	NA	
202	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=4	NA	
203	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=4	NA	
204	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=4	NA	
205	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=4	NA	
206	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=4	NA	
207	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=4	NA	
208	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=4	NA	
209	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=4	NA	
210	https://indeks.kompas.com/?site=nasional&date=2021-4-3&page=4	NA	
