	alamat	judul	
506	https://indeks.kompas.com/?site=nasional&date=2021-4-7&page=4	Kemenkes: Total 10 Kasus Covid-19 dari B.1.1.7 di Indonesia	
507	https://indeks.kompas.com/?site=nasional&date=2021-4-7&page=4	Gimik dan Langkah Politik AHY	
508	https://indeks.kompas.com/?site=nasional&date=2021-4-7&page=4	Polisi Jadi Tersangka Penembakan Laskar FPI, Ketua Komisi III: Janji Profesional dan Transparan Terbukti	
509	https://indeks.kompas.com/?site=nasional&date=2021-4-7&page=4	Safenet Sebut Penyebaran Radikalisme Melalui Medsos, dari Instagram, Facebook, hingga Telegram	
510	https://indeks.kompas.com/?site=nasional&date=2021-4-7&page=4	Ambil Alih Pengelolaan TMII, Pemerintah Bakal Serahkan ke Pihak Lain	
511	https://indeks.kompas.com/?site=nasional&date=2021-4-7&page=5	Kembangkan Riset Perikanan dan Kelautan, BRSDM Siap Dukung 3 Program Prioritas KKP	
512	https://indeks.kompas.com/?site=nasional&date=2021-4-7&page=5	Menkominfo Sebut Indonesia Sudah Uji Coba Layanan 5G 12 Kali, Salah Satunya Saat Asian Games 2018	
513	https://indeks.kompas.com/?site=nasional&date=2021-4-7&page=5	Sejarah TMII, Ide Tien Soeharto yang Terinspirasi Disneyland	
514	https://indeks.kompas.com/?site=nasional&date=2021-4-7&page=5	"Dukung Program KKP, BRSDM Permudah Budidaya Perikanan melalui ""Sipetak"""	
515	https://indeks.kompas.com/?site=nasional&date=2021-4-7&page=5	Wali Kota Nonaktif Cimahi Ajay Priatna Segera Disidangkan di PN Tipikor Bandung	
516	https://indeks.kompas.com/?site=nasional&date=2021-4-7&page=5	Korps Marinir Kirim 22 Personel Bantu Penanganan Banjir NTT	
517	https://indeks.kompas.com/?site=nasional&date=2021-4-7&page=5	Pemerintah Beri Waktu 3 Bulan bagi Yayasan Harapan Kita Serahkan Pengelolaan TMII	
518	https://indeks.kompas.com/?site=nasional&date=2021-4-7&page=5	PPATK: Penyidikan dan Penuntutan TPPU Masih Minim	
519	https://indeks.kompas.com/?site=nasional&date=2021-4-7&page=5	Empat Pesan Jokowi untuk Organisasi Keagamaan di Indonesia, Salah Satunya Antikekerasan	
520	https://indeks.kompas.com/?site=nasional&date=2021-4-7&page=5	Densus 88 Polri Buru 3 Buron Terduga Teroris di Jakarta	
521	https://indeks.kompas.com/?site=nasional&date=2021-4-7&page=5	Tak Hanya Larang Mudik, Menteri PAN-RB Larang ASN Cuti Lebaran 2021	
522	https://indeks.kompas.com/?site=nasional&date=2021-4-7&page=5	Siapkan SDM Kelautan dan Perikanan, KKP Kembangkan SKKNI 	
523	https://indeks.kompas.com/?site=nasional&date=2021-4-7&page=5	Akan Tata Ulang TMII, Kemensetneg Segera Bentuk Tim Transisi	
524	https://indeks.kompas.com/?site=nasional&date=2021-4-7&page=5	Intensitas Siklon Tropis Seroja Meningkat, BMKG Imbau Sejumlah Daerah Waspada	
525	https://indeks.kompas.com/?site=nasional&date=2021-4-7&page=5	Menpan RB Terbitkan Edaran Larang ASN Mudik Lebaran 2021	
526	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=1	Jokowi di KTT D-8: Kita Harus Dorong Akses yang Adil terhadap Vaksin Covid-19	pos
527	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=1	Moda Transportasi di 8 Wilayah Ini Dibolehkan Beroperasi pada 6-17 Mei	x
528	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=1	Di Hadapan Menag, Anggota DPR Usul Prambanan Jadi Pusat Ibadah Umat Hindu	x
529	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=1	Eks Menteri KKP Edhy Prabowo dkk Segera Disidang	x
530	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=1	Soal Ibadah Haji, Menkes Khawatir Saudi Tentukan Jenis Vaksin Tertentu	net
531	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=1	UPDATE: 163 Orang Meninggal, 45 Hilang akibat Bencana di NTT	x
532	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=1	Seluruh Moda Transportasi Mudik Dilarang Beroperasi, 6-17 Mei 2021	x
533	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=1	ICW: Sejak Awal MA Tak Ingin Lucas Dipenjara	x
534	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=1	Menlu Retno Dorong Inggris Distribusikan Vaksin Covid-19 Setara dan Adil	net
535	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=1	"Soal Ibadah Haji, Anggota DPR Minta Jokowi ""Say Hello"" ke Arab Saudi"	x
536	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=1	LPSK Pertanyakan Tugas Unit Kerja Presiden Terkait Penanganan Pelanggaran HAM	x
537	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=1	Ekonom Ichsanuddin Noorsy Diperiksa Bareskrim Terkait Kasus Pencemaran Nama Baik Bank Banten	x
538	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=1	3 Hal Ini Dinilai Jadi Masalah Utama Partai Politik 	x
539	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=1	Fatwa MUI: Tes Swab Covid-19 Tidak Batalkan Puasa	net
540	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=1	Cegah Warga Mudik, Polri Siapkan 333 Titik Penyekatan dari Lampung hingga Bali	x
541	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=2	Ibadah Haji Masih Tunggu Kepastian dari Arab Saudi, Kemenag Lakukan Vaksinasi terhadap Calon Jemaah	net
542	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=2	Mensesneg Sebut Pengelolaan TMII Akan Diserahkan pada BUMN	x
543	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=2	Bakamla Serahkan Berkas Perkara ABK dan Barang Bukti Kapal Ikan Vietnam Pencuri Ikan	x
544	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=2	Ditanya soal Status Tersangka, Dirut Sarana Jaya DKI Yoory Pinontoan Bungkam	x
545	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=2	Intensitas Siklon Tropis Seroja Meningkat, BNPB Minta Jateng, Jatim, Bali, dan NTB Waspada	x
546	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=2	Satgas Covid-19: Jumlah Kasus Positif dan Kematian Mingguan Meningkat	neg
547	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=2	Menpan RB: Pengangkatan Honorer Jadi PNS Bertentangan dengan Visi Indonesia Maju	x
548	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=2	Menkes Sebut Akan Minta Presiden Jokowi Negosiasi ke China Tambah Dosis Vaksin Sinovac	pos
549	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=2	Mensesneg: Jangan Dikira Pak Jokowi Akan Bentuk Yayasan Keluarga untuk Kelola TMII	x
550	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=2	MA Kabulkan PK Advokat Lucas, KPK Nilai Melukai Rasa Keadilan	x
551	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=2	Mensesneg: TMII Tidak Selamanya Dikelola Kemensetneg	x
552	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=2	Satgas Covid-19: Wilayah Zona Merah Bertambah 50 Persen	neg
553	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=2	AHY dan Moeldoko Dinilai Bisa Dapat Sentimen Negatif Publik	x
554	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=2	Wali Kota Akui Temukan Bibit Radikalisme hingga Komunisme di Malang	x
555	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=2	Soal Doa dari Semua Agama, Menag: Salahnya Doa Ini Apa Sih? Orang Disuruh Doa Kok Ribut	x
556	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=3	Usai Diperiksa KPK, Mantan Dirut Sarana Jaya DKI Yoory Pinontoan Irit Bicara	x
557	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=3	292 Personel Brimob Nusantara Diturunkan untuk Penanganan Bencana di NTT	x
558	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=3	MA Kabulkan Peninjauan Kembali Terpidana Korupsi Advokat Lucas	x
559	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=3	Menko PMK Sebut Orangtua yang Berhenti Merokok Bisa Cegah Anaknya Stunting	x
560	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=3	UPDATE: 5.504 Kasus Baru Covid-19 Tersebar di 32 Provinsi, DKI Tertinggi Capai 1.239 Orang	neg
561	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=3	Upayakan Vaksin AstraZeneca, Menkes Sudah Bersurat ke Covax dan Bertemu dengan Menlu Inggris	pos
562	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=3	UPDATE 8 April: Tambah 73.416, Total Spesimen Covid-19 yang Diperiksa 13.187.063	pos
563	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=3	UPDATE 8 April: Ada 58.214 Suspek Covid-19 di Indonesia	neg
564	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=3	UPDATE 8 April: Ada 111.271 Kasus Aktif Covid-19 di Indonesia	neg
565	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=3	Pemerintah Serahkan DIM Revisi UU ASN ke Komisi II DPR	x
566	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=3	Menko PMK Dorong Pelarangan Total Iklan Rokok	x
567	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=3	TNI-Polri hingga Pemda Bisa Hentikan Perjalanan Orang pada Periode Peniadaan Mudik 6-17 Mei 2021	x
568	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=3	Menpan RB Masih Pertimbangkan Usulan Pembubaran KASN dalam Revisi UU ASN	x
569	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=3	UPDATE 8 April: 4.591.089 Orang Sudah Divaksin Covid-19 Dosis Kedua, 9.229.638 Orang Dapat Dosis Pertama	pos
570	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=3	UPDATE 8 April: Tambah 7.640 Orang, Pasien Sembuh dari Covid-19 Capai 1.399.382	pos
571	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=4	UPDATE 8 April: Tambah 163, Total 42.227 Orang Meninggal Dunia akibat Covid-19 di Indonesia	neg
572	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=4	Kasus GKI Yasmin, Bima Arya: Penyelesaian Sudah Ada, Insya Allah Disepakati Bulat Semua Pihak	x
573	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=4	Hiu dan Pari Terancam Punah, KKP Upayakan Kelola Sumber Daya Perikanan	x
574	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=4	Kemenag Terima Lahan Hasil Rampasan Negara dari Perkara Pencucian Uang Fuad Amin	x
575	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=4	UPDATE: Bertambah 5.504 Orang, Kasus Covid-19 Indonesia Kini 1.552.880	neg
576	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=4	Satgas Covid-19 Terbitkan SE Larangan Mudik Lebaran, Pelanggar Aturan Kena Sanksi	pos
577	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=4	Presiden Joko Widodo Kirim Paket Sembako untuk Korban Bencana di NTT dan NTB	x
578	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=4	Vaksin Gotong Royong Didatangkan dari Rusia dan China, Ini Rincian dan Jadwal Kedatangannya	pos
579	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=4	Pegawai KPK Curi Barang Bukti Emas, Digadai Rp 900 Juta	x
580	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=4	Ibadah Haji 2021 Masih Tunggu Kepastian dari Arab Saudi, Kemenag Siapkan Skenario 	x
581	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=4	Panglima TNI Kirim Bantuan untuk Korban Bencana di NTT	x
582	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=4	Bima Arya: Seolah ke Mana-mana di Dahi Saya Dicap Wali Kota Intoleran	x
583	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=4	Pemerintah Masih Bahas Biaya Haji Tahun 2021	x
584	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=4	Kemenag Akan Kembali Beri Bantuan Kuota Internet untuk Pembelajaran Jarak Jauh	x
585	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=4	Kemenag Akan Buka Formasi 27.303 Guru Agama Honorer	x
586	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=5	BPOM: Izin Penggunaan Vaksin Sputnik V Ditargetkan Keluar Akhir April 2021	pos
587	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=5	Prabowo Bertemu Menhan Korea Selatan, Sepakat Pererat Kerja Sama Militer	x
588	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=5	Transparansi Data Penanganan Covid-19 di Indonesia Masih Jadi Persoalan	neg
589	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=5	Bio Farma: Sinopharm, Sputnik V, dan CanSino Digunakan untuk Vaksinasi Gotong Royong	net
590	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=5	WNI di Luar Negeri Diimbau Menunda Kepulangan ke Indonesia pada 6-17 Mei 	x
591	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=5	Diberhentikan Tidak Hormat, Pegawai KPK yang Curi Barang Bukti Juga Dilaporkan ke Polisi	x
592	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=5	SE Satgas Covid-19: Masyarakat Diimbau Sahur dan Buka Puasa Bersama di Rumah	net
593	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=5	Kubu KLB ke AHY: Kalau Ingin Bertemu Pak Moeldoko, Hubungi Langsung	x
594	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=5	Cak Imin Berharap Pemerintah Beri Perhatian pada Kesehatan Santri	x
595	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=5	Satgas Covid-19 Terbitkan Surat Edaran, Tegaskan Larangan Mudik Lebaran untuk Perjalanan, Darat, Laut, Udara dan Kereta Api	pos
596	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=5	BNPB: Gubernur NTT Tetapkan Status Tanggap Darurat Bencana	x
597	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=5	Pegawai KPK Curi Emas: Berawal dari Utang Besar, Jual Warisan Orangtua, Ujungnya Dipecat	x
598	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=5	Komisi I DPR Usulkan Bentuk Lembaga Independen sebagai Pelaksana Perlindungan Data Pribadi	x
599	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=5	Ketum PKB Harap Jokowi Tindak Lanjuti UU Pesantren lewat Perpres	x
600	https://indeks.kompas.com/?site=nasional&date=2021-4-8&page=5	Pegawai KPK Curi Barang Bukti Emas Hampir 2 Kilogram untuk Bayar Utang Pribadi	x
601	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=1	Saat Bertemu Menhan Prabowo, Presiden Korsel Titip Salam untuk Presiden Jokowi	x
602	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=1	UPDATE: 165 Meninggal akibat Bencana di NTT, 45 Orang Masih Hilang	x
603	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=1	Kemen PPPA: Jangan Anggap Enteng Gangguan Psikososial pada Anak dan Remaja	x
604	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=1	KPK Minta Imigrasi Cegah 2 Orang ke Luar Negeri Terkait Kasus Korupsi di Bintan	x
605	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=1	Lantik Sejumlah Pejabat Eselon I, Kepala BRGM Optimistis Capai Target Tugas	x
606	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=1	Sudah Ada LPI, Jokowi Masih Ingin Bentuk Kementerian untuk Genjot Investasi	x
607	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=1	Kepala BNPB Minta Warga Rentan Tertular Covid-19 Diprioritaskan dalam Penanganan Bencana NTT	pos
608	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=1	Shalat Tarawih di Istiqlal Dibolehkan dengan Sejumlah Pembatasan	x
609	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=1	KPK Duga Ada Pihak yang Halangi Penyidikan Kasus Suap Pajak	x
610	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=1	Banyak ASN Lulusan SMA, Kepala BKN: Ini Menyulitkan Capai Birokrasi Cerdas dan Berkelas	x
611	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=1	Kemen PPPA: Banyak Pihak Tak Peka Gangguan Psikososial pada Anak dan Remaja	x
612	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=1	Hari Angkatan Udara dan Wacana Bapak AURI Menjadi Pahlawan Nasional...	x
613	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=1	Bahas Urgensi RUU Perampasan Aset, Kepala PPATK Ungkap Karakteristik Kejahatan Ekonomi	x
614	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=1	Resmikan Monumen Marsda Anumerta Abdulrahman Saleh, Panglima TNI: Ini Sosok Panutan	x
615	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=1	Soal Rekrutmen ASN, Menteri PANRB: Arahan Pak Presiden, Tenaga Administrasi Dikurangi	x
616	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=2	Ditahan KPK, Bupati Bandung Barat Aa Umbara Kenakan Rompi Oranye dan Menunduk	x
617	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=2	ICW: Sepanjang 2020 Ada 1.298 Terdakwa Kasus Korupsi, Kerugian Negara Rp 56,7 Triliun	x
618	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=2	Moeldoko Ungkap Susunan Tim Transisi Pengelolaan TMII	x
619	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=2	Kemenristek dan Kemendikbud Bakal Dilebur, F-PKS: Keputusan Sangat Membingungkan	x
620	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=2	ICW: Penanganan Korupsi di Indonesia Tak Membuat Koruptor Jera 	x
621	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=2	Polri: 12 Tersangka Teroris yang Ditangkap di Jakarta Satu Kelompok	x
622	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=2	Pemerintah Sediakan Formasi CPNS Khusus untuk Lulusan Terbaik, Warga Papua, dan Penyandang Disabilitas	x
623	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=2	Bupati Bandung Barat Aa Umbara dan Anaknya Ditahan KPK	x
624	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=2	UPDATE: Sebaran 5.265 Kasus Baru Covid-19, DKI Tertinggi dengan 1.013 Kasus	neg
625	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=2	Jokowi ke Korban Bencana NTT: Hati-hati Protokol Kesehatan, Semua Pakai Masker	net
626	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=2	Jokowi: Relokasi Warga Terdampak Bencana NTT Dilakukan Secepat-cepatnya	pos
627	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=2	Polri: 12 Tersangka Teroris Sudah Ditangkap di Jakarta dan Sekitarnya	x
628	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=2	UPDATE 9 April: 4.910.081 Orang Sudah Divaksin Covid-19 Dosis Kedua, 9.722.530 Dosis Pertama	pos
629	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=2	UPDATE 9 April: 72.712 Spesimen Terkait Covid-19 Diperiksa dalam Sehari	pos
630	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=2	SE Menpan RB: Selama Ramadhan ASN Kerja Jam 08.00-15.00	x
631	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=3	Dua DPO Tersangka Teroris Ditangkap di Tanjung Barat dan Pasar Rebo	x
632	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=3	Dana Pembangunan Pusat Data dan Lagu Musik Diperkirakan Rp 200 Miliar	x
633	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=3	Kepala PPATK Ungkap Jokowi dan Yasonna Setuju Dalami Urgensi RUU Perampasan Aset	x
634	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=3	DPO Teroris di Jakarta Bertambah Jadi 6 Orang, 2 Sudah Tertangkap	x
635	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=3	UPDATE 9 April: Ada 59.453 Suspek Covid di Indonesia	neg
636	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=3	Kemenristek Akan Dilebur ke Kemendikbud, BRIN Diharapkan Ambil Alih Peran yang Ditinggalkan	x
637	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=3	Usulan Penggabungan Kementerian Disetujui DPR, Ini Respons Istana	x
638	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=3	Moeldoko: Gugatan terhadap Yayasan Harapan Kita Tak Jadi Pertimbangan Pengambilalihan TMII	x
639	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=3	UPDATE 9 April: Tambah 6.277 Orang, Pasien Sembuh dari Covid-19 Capai 1.405.659	pos
640	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=3	UPDATE 9 April: Ada 110.138 Kasus Aktif Covid-19 di Indonesia	neg
641	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=3	 UPDATE 9 April: Tambah 121, Total 42.348 Orang Meninggal Dunia akibat Covid-19 di Indonesia	neg
642	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=3	UPDATE 9 April 2021: Bertambah 5.265 Orang, Kasus Covid-19 di Indonesia Capai 1.558.145	neg
643	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=3	Larangan Mudik, Titik Penyekatan Ditambah 2 Kali Lipat, dari 150 Jadi 330	x
644	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=3	Kepala BKN: Birokrasi di Indonesia Didominasi ASN 'Kolonial'	x
645	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=3	Optimalkan Penarikan Royalti, Pemerintah Akan Bangun Pusat Data Lagu dan Musik	x
646	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=4	Kepala PPATK: RUU Perampasan Aset Bisa Tindak Semua Jenis Kejahatan Ekonomi	x
647	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=4	Royalti untuk Musisi, Dirjen KI: Kasus Benny Panjaitan Paling Memilukan	x
648	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=4	KSP: Larangan Mudik Butuh Keteladanan Pemimpin	x
649	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=4	Moeldoko: Kita Patut Berterima Kasih ke Pak Soeharto dan Ibu Tien atas Ide TMII	x
650	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=4	Prabowo Hadiri Langsung Peluncuran Pesawat Tempur KF-21 Boramae di Korsel	x
651	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=4	DPR Tegaskan Buka Ruang Partisipasi Publik Bahas RUU Prioritas 2021	x
652	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=4	Periksa 3 Saksi Terkait Kasus Nurdin Abdullah, KPK Dalami Aliran Uang di Berbagai Proyek Pemprov Sulsel	x
653	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=4	Larangan Mudik Lebaran, Satgas: Sudah Setahun Kita Belajar, Jangan Ulangi Hal yang Sama	x
654	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=4	Moeldoko: TMII Tak Beri Kontribusi untuk Negara, Perlu Perbaikan Pengelolaan	x
655	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=4	Fraksi PAN Dukung RUU Perampasan Aset Jadi Prioritas DPR, Dinilai Mampu Beri Efek Jera ke Koruptor	x
656	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=4	Moeldoko: Saya Ingatkan, Jangan Ada Pandangan TMII Akan Dikelola Yayasan Baru Milik Pak Jokowi	x
657	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=4	Menteri PPPA: Perempuan Tulang Punggung Pemulihan Sosial Ekonomi di Masa Pandemi	net
658	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=4	Kemenko PMK: Warganet Indonesia Masuk Kategori Kurang Sopan	x
659	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=4	Kemenag Bahas Rumusan Mitigasi Risiko Penyelenggaraan Haji Tahun 2021 di Masa Pandemi Covid-19	pos
660	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=4	Moeldoko: TMII Alami Kerugian Rp 40 Miliar-Rp 50 Miliar Per Tahun	x
661	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=5	Ditanya soal Demokrat, Moeldoko: Ini Kantor Kepresidenan, Jangan Ikut-ikutan Primitif ...	x
662	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=5	Jokowi: Relokasi dan Pembangunan Rumah Warga Terdampak Banjir NTT Dilakukan Secepatnya	x
663	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=5	PPP Dorong Pemerintah Masukkan RUU Perampasan Aset ke dalam Prolegnas Prioritas	x
664	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=5	DMI dan Kemenkes Canangkan Masjid sebagai Sentra Vaksinasi Covid-19	pos
665	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=5	Pendaftaran Guru PPPK Bakal Dibuka Mei 2021, Ini Jadwalnya	x
666	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=5	Wamenkes: Vaksinasi Covid-19 Bukan Sekadar Program, tapi Gerakan	net
667	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=5	Soal Prolegnas Prioritas 2021, Puan Minta Partisipasi Masyarakat dalam Pembahasan RUU Otsus Papua	x
668	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=5	Jokowi Perintahkan Jajarannya Terus Lakukan Pencarian Korban Hilang akibat Banjir NTT	x
669	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=5	Wakil Ketua DPR Sambut Baik Wacana Pemekaran Wilayah di Papua secara Komprehensif	x
670	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=5	Banyak Pemda Belum Paham Pentingnya Unit Layanan Disabilitas Bidang Ketenagakerjaan	x
671	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=5	Jokowi: Korban Meninggal akibat Banjir NTT 163 Orang, Hilang 45	x
672	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=5	Jokowi Pastikan Logistik untuk Korban Bencana NTT Mencukupi	x
673	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=5	Kunjungi Lembata, Jokowi: Saya Ucapkan Duka Mendalam kepada Korban Bencana Banjir Bandang	x
674	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=5	Wapres Harap BPKH Tingkatkan Kerja Sama Internasional dalam Pengembangan Dana Haji	x
675	https://indeks.kompas.com/?site=nasional&date=2021-4-9&page=5	Seruan Penolakan Nasionalisme Vaksin dari Jokowi dan Ancaman terhadap Vaksinasi Covid-19 di Indonesia	net
676	https://indeks.kompas.com/?site=nasional&date=2021-4-10&page=1	UPDATE Gempa Malang: 7 Orang Meninggal Dunia, 2 Luka Berat	x
677	https://indeks.kompas.com/?site=nasional&date=2021-4-10&page=1	Berdasarkan Data BNPB, Ada 174 Korban Jiwa akibat Banjir di NTT, 48 Orang Masih Hilang	x
