	alamat	judul								1st glance	2nd glance
1222	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=2	"""Ada yang Lebih Susah dari Kita, yaitu Penyandang Disabilitas"""								x	
1223	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=2	Pilkada Desember Dinilai Terlalu Berisiko, KPU Disarankan Kembali Menunda								x	
1224	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=2	Informasi Covid-19 untuk Penyandang Disabilitas di Wilayah Terpencil Minim								neg	
1225	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=2	Tingkatkan Pelayanan Penyaluran BST, Mensos Minta PT Pos Tambah Loket								x	
1226	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=2	UPDATE 16 Mei: Jatim Catat Penambahan Positif Covid-19 dan Meninggal Terbanyak, DKI Sembuh Tertinggi								net	
1227	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=2	Indonesia Tempati Urutan ke-33 Jumlah Kasus Covid-19 di Dunia								net	
1228	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=2	Pemerintah Pertimbangkan Pengurangan PSBB, Mulai dari Transportasi								net	
1229	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=2	Pemerintah Siapkan Aturan Tegas soal Shalat Idul Fitri								x	
1230	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=2	NA									
1231	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=3	NA									
1232	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=3	NA									
1233	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=3	NA									
1234	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=3	NA									
1235	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=3	NA									
1236	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=3	NA									
1237	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=3	NA									
1238	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=3	NA									
1239	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=3	NA									
1240	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=3	NA									
1241	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=3	NA									
1242	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=3	NA									
1243	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=3	NA									
1244	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=3	NA									
1245	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=3	NA									
1246	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=4	NA									
1247	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=4	NA									
1248	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=4	NA									
1249	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=4	NA									
1250	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=4	NA									
1251	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=4	NA									
1252	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=4	NA									
1253	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=4	NA									
1254	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=4	NA									
1255	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=4	NA									
1256	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=4	NA									
1257	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=4	NA									
1258	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=4	NA									
1259	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=4	NA									
1260	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=4	NA									
1261	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=5	NA									
1262	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=5	NA									
1263	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=5	NA									
1264	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=5	NA									
1265	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=5	NA									
1266	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=5	NA									
1267	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=5	NA									
1268	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=5	NA									
1269	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=5	NA									
1270	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=5	NA									
1271	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=5	NA									
1272	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=5	NA									
1273	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=5	NA									
1274	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=5	NA									
1275	https://indeks.kompas.com/?site=nasional&date=2020-05-17&page=5	NA									
1276	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=1	Walhi Sebut Relaksasi PSBB Picu Penambahan Beban Tenaga Medis								neg	
1277	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=1	Mendes Sebut Proses Integrasi Data Sebabkan Pencairan BLT Dana Desa Lambat								x	
1278	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=1	Penanganan Covid-19, Pemerintah Disarankan Gunakan Gaya Komunikasi yang Mudah Diterima								net	
1279	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=1	ICW Minta Pemerintah Buka Perjanjian Kerja Sama dengan Mitra Kartu Prakerja								x	
1280	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=1	KPK Dalami Dugaan Korupsi di PT Dirgantara Indonesia								x	
1281	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=1	Novel Baswedan Ungkap Sejumlah Kejanggalan dalam Sidang Kasusnya								x	
1282	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=1	Demokrat: Presiden Sebaiknya Kumpulkan Data yang Utuh, Sebelum Berdamai dengan Covid-19								x	
1283	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=1	Terkait Penelitian soal Covid-19, Kemenristek Upayakan Sinergi dengan Industri								pos	
1284	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=1	Novel Baswedan: Aneh, Saksi Penting Tak Masuk dalam Berkas Perkara								x	
1285	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=1	Kemenkes Pastikan Pemeriksaan Sampel Covid-19 Tetap Dilakukan Selama Libur Lebaran								pos	
1286	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=1	Jelang Lebaran, Gugus Tugas Minta Masyarakat Tak Ciptakan Kerumunan								x	
1287	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=1	Covid-19 Mewabah, MUI Imbau Masyarakat Segera Bayar Zakat Fitrah								net	
1288	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=1	Pemerintah Akan Salurkan Bansos Besar-besaran 5 Hari Sebelum Lebaran								x	
1289	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=1	Korban PHK Akan Dapat Rp 700.000 Per Bulan dari Diaspora 								x	
1290	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=1	Gerindra Minta Pemerintah Ganti Bansos Sembako Jadi Uang Tunai								x	
1291	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=2	Tumpang Tindih, Pemerintah Diminta Perbaiki Data Penerima Bansos								x	
1292	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=2	Menristek: Selama Vaksin Belum Ditemukan, Siapkan Diri Hidup Berdampingan dengan Covid-19								net	
1293	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=2	591 WNI yang Tiba di Jakarta dan Bali Positif Covid-19								neg	
1294	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=2	Jika PSBB Dilonggarkan, YLBHIÂ Ingatkan Pemerintah Potensi Langgar HAM								neg	
1295	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=2	Blusukan Bareng Presiden, Mensos Pastikan Tak Ada Lagi Perbedaan Data Penerima Bansos dengan DKI								x	
1296	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=2	Kemenag Harap Saudi Segera Beri Kepastian Haji Batal atau Tidak 								x	
1297	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=2	Pengendalian Covid-19, Indonesia Perlu Tatanan Hidup Baru di Berbagai Sektor								net	
1298	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=2	Diaspora Indonesia Luncurkan Program Bantuan bagi Pekerja yang Kena PHK								x	
1299	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=2	Novel Baswedan: Mata Kiri Saya Sudah Tidak Bisa Melihat								x	
1300	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=2	Cegah Covid-19, MUI Minta Bacaan dan Khotbah Shalat Idul Fitri DIpersingkat								pos	
1301	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=2	Yurianto: Kita Belum Sepenuhnya Bisa Kendalikan Covid-19...								neg	
1302	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=2	Pasien Covid-19 yang Sembuh Tambah 195 Orang, Terbanyak di Jawa Barat								pos	
1303	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=2	Dahlan Iskan: Saat Saya Menteri, Direksi BUMN Sering Berebut Pengaruh								x	
1304	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=2	"Menko PMK: Pelaksanaan Shalat Jumat saat ""New Normal"" Akan Berbeda"								x	
1305	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=2	Era Normal Baru Saat Covid-19 Masih Tinggi? Ini Peringatan Epidemiolog								net	
1306	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=3	KPK Limpahkan Berkas Perkara Bupati Nonaktif Sidoarjo Saiful Ilah ke Pengadilan								x	
1307	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=3	Pemerintah Dinilai Belum Transparan Terkait Anggaran Penanganan Covid-19								neg	
1308	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=3	Baru 12.829 Desa yang Telah Mencairkan BLT Dana Desa								x	
1309	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=3	Data Sebaran 43 Pasien Covid-19 yang Meninggal, Jawa Timur Tertinggi								neg	
1310	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=3	UPDATE 18 Mei: 190.660 Spesimen dari 143.035 Orang Diperiksa								pos	
1311	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=3	KPK Dorong Pemda Buka Kanal Pengaduan Terkait Bansos Covid-19								pos	
1312	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=3	Helmy Yahya: Masyarakat Akan Terbiasa dengan New Normal								net	
1313	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=3	UPDATE: Sebaran 496 Kasus Baru Covid-19 di 24 Provinsi, Jatim Tertinggi								neg	
1314	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=3	Pakar Epidemiologi: Era Normal Baru kalau PSBB Sudah Dilonggarkan								net	
1315	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=3	Menko PMK: Tak Ada Pelonggaran PSBB, Hanya Beberapa Pengurangan								net	
1316	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=3	UPDATE 18 Mei: 45.047 ODP dan 11.422 PDP Masih Dipantau								net	
1317	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=3	UPDATE 18 Mei: Bertambah 43, Total Pasien Covid-19 Meninggal 1.191 Orang								neg	
1318	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=3	5 Fakta Baru Kasus Perundungan Bocah Penjual Jalangkote, Sang Ayah Maafkan Pelaku, tapi...								x	
1319	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=3	Tanri Abeng Sebut Politisasi Jadi Masalah BUMN di Indonesia								x	
1320	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=3	Kasus Kriminal Meningkat 7,04 Persen dalam Sepekan, Salah Satunya Perampokan								x	
1321	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=4	Eks Jampidsus Adi Toegarisman Bantah Terima Suap Rp 7 Miliar								x	
1322	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=4	UPDATE: Bertambah 195, Kini Ada 4.324 Pasien Covid-19 yang Sembuh 								pos	
1323	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=4	Pelaksanaan PSBB Dinilai Absurd, Banyak Terjadi Penyimpangan Teknis								neg	
1324	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=4	UPDATE 18 Mei: Ada 18.010 Kasus Covid-19 di Indonesia, Bertambah 496								neg	
1325	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=4	Viral Tagar #IndonesiaTerserah, Ini Tanggapan Ketua Gugus Tugas								x	
1326	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=4	Doni Monardo: Sangat Mungkin Kita Selamanya HidupÂ dengan Covid-19								neg	
1327	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=4	Dahlan Iskan Sebut BUMN Harus Introspeksi Terkait Peran Ketahanan Nasional								x	
1328	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=4	"""Berharap Masyarakat Masih Mau Ikuti Anjuran untuk Tak Mudik"""								x	
1329	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=4	Komisi III DPR: Kedatangan 500 TKA China Buat Warga Iri karena Tidak Diprioritaskan								x	
1330	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=4	Hingga Senin Ini, Polri Klaim Lakukan Pembubaran Massa 1,3 Juta Kali								x	
1331	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=4	1.108 Pasien Jalani Rawat Inap di RSD Covid-19 Wisma Atlet								net	
1332	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=4	Konser Amal Covid-19, Sepeda Motor Bertanda Tangan Jokowi Dilelang Rp 2,55 Miliar								pos	
1333	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=4	Dahlan Iskan: Pemerintah Harus Berpihak ke Pengusaha, Terutama Eksportir								x	
1334	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=4	Jokowi Minta Masyarakat Bersiap Hadapi Era Normal Baru								net	
1335	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=4	Usai Periksa Said Didu, Bareskrim Panggil Hersubeno Arief Terkait Laporan Luhut								x	
1336	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=5	Merry Riana Ajak Masyarakat Banyak Bersyukur di Tengah Pandemi								pos	
1337	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=5	UPDATE: Tambah 10, Total WNI Positif Covid-19 di Luar Negeri 819 Orang								neg	
1338	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=5	Merry Riana Ajak Masyarakat Berhenti Mengeluh di Tengah Pandemi								pos	
1339	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=5	Jokowi: Kunci Pengendalian Covid-19 Ada di Tingkat RT/RW								net	
1340	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=5	Penelusuran Info Pelarungan ABK di Laut Somalia Ditangani Polda Jateng								x	
1341	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=5	Jokowi: 961.000 KK di DKI Jakarta Sudah Terima Bansos Tahap Ketiga								x	
1342	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=5	238 ABK Kapal Pesiar AIDA Dipulangkan ke Tanah Air								x	
1343	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=5	Jokowi Tegaskan Mudik Tetap Dilarang meski Transportasi Kembali Beroperasi								x	
1344	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=5	Dahlan Iskan: BUMN Harus Fokus Selamatkan Ekonomi Saat Pandemi Covid-19								net	
1345	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=5	Konser untuk Korban Covid-19 Berhasil Kumpulkan Rp 4 Miliar								pos	
1346	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=5	KSAU Lantik 45 Perwira TNI, Berikut Daftar Namanya...								x	
1347	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=5	Jokowi Minta Puskesmas Jadi Simpul Pelacakan Covid-19								pos	
1348	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=5	Tak Bebani Keuangan Negara, Satgas Lawan Covid-19 DPR Berkontribusi Tangani Pandemi								pos	
1349	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=5	Jokowi Ingin Semua Bansos Tersalurkan Sebelum Lebaran								x	
1350	https://indeks.kompas.com/?site=nasional&date=2020-05-18&page=5	Tanri Abeng Cerita soal Kondisi BUMN Saat Krisis Moneter 1998 Dibanding Saat Ini								x	
1351	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=1	Mendagri: Mari Bersatu Perangi Covid-19, Jangan Saling Menyalahkan								net	
1352	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=1	Kasus Covid-19 Masih Tinggi, Menag Kembali Ajak Masyarakat Shalat Idul Fitri di Rumah								net	
1353	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=1	Rabu Besok, Presiden Jokowi Lantik KSAL dan KSAU Baru								x	
1354	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=1	Mahfud: Anggota Kabinet Tahu Diri, Tak Akan Gelar Open House di Saat Pandemi								pos	
1355	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=1	Ganjar Pranowo Sebut Kemungkinan Wonosobo Terapkan PSBB								net	
1356	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=1	Pasien Sembuh dari Covid-19 Bertambah 143, Terbanyak di Jawa Timur								pos	
1357	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=1	Hadapi New Normal, Menlu Sebut Pentingnya Peran Tokoh Agama								net	
1358	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=1	25 Hari Larangan Mudik, 52.076 Kendaraan Diminta Putar Balik								x	
1359	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=1	Setelah Ungkap Dugaan Uang ke Jampidsus, Asisten Imam Nahrawi Diperiksa Kejagung								x	
1360	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=1	Menlu Retno: Hampir 100.000 WNI Telah Kembali ke Tanah Air								x	
1361	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=1	Ilham Habibie Yakin Keberpihakan pada Produk Lokal Akan Majukan Teknologi dalam Negeri								x	
1362	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=1	Menlu Sebut Wabah Covid-19 Belum Akan Selesai dalam Waktu Dekat								neg	
1363	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=1	PKB: Data Penerima Bansos dan Proses Penyalurannya Harus Dievaluasi								x	
1364	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=1	Wakil Ketua DPR Paparkan Proses Penyusunan UU Kepada Dosen dan Mahasiswa								x	
1365	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=1	Ketua MPR Minta Maaf Konser Amal Covid-19 Abaikan Protokol Kesehatan								neg	
1366	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=2	UPDATE 19 Mei: Data Sebaran 30 Pasien Covid-19 Meninggal di 6 Provinsi								neg	
1367	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=2	Daya Beli Masyarakat Turun, Kalla Sarankan Pemerintah Beri BLT Ketimbang Sembako								x	
1368	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=2	Kejagung Bantah Penyidikan Dugaan Korupsi di Kemenpora Berhenti								x	
1369	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=2	Wakil Ketua DPR: Perikanan Berkontribusi Besar Percepat Pemulihan Ekonomi Pasca-Pandemi								pos	
1370	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=2	Kasus Suap Proyek Masjid Agung, KPK Rampungkan Penyidikan Bupati Solok Selatan								x	
1371	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=2	Pemerintah Kerja Sama dengan KPK Awasi Penyaluran Bansos								x	
1372	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=2	Tangkal Corona, PMI Sudah Semprot Lebih dari 1 Juta Liter Disinfektan 								pos	
1373	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=2	Regulasi soal Konflik Kepentingan Dinilai Tak Cukup Tanpa Pembenahan di Bidang Politik								x	
1374	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=2	Ini Kendala Produksi Perlengkapan Kesehatan Penanganan Covid-19								net	
1375	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=2	Ventilator COVENT-20 Buatan UI Mulai Diuji Klinis pada Manusia								pos	
1376	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=2	Tersisa 10 Hari, BPS Ajak Masyarakat Ikuti Sensus Penduduk Online 2020								x	
1377	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=2	Pemerintah: Vaksin Belum Ditemukan, Individu Belum Bisa Kebal dari Covid-19								neg	
1378	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=2	Pemerintah: Kita Betul-betul Berduka atas Wafatnya Tenaga Kesehatan 								neg	
1379	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=2	Menko PMK: Ternyata Tak Mudah Mencari Data Orang Miskin								x	
1380	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=2	Pemerintah: Masyarakat Harus Lebih Selektif Keluar Rumah								x	
1381	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=3	Ini yang Harus Dibawa Masyarakat untuk Cairkan Dana Bansos di PT Pos Indonesia								x	
1382	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=3	Baru 16,6 Persen yang Berpartisipasi, BPS Perpanjang Sensus Penduduk Online								x	
1383	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=3	Yurianto Tegaskan Belum Ada Pelonggaran PSBB, Tetap Fokus Jalankan Protokol Kesehatan								pos	
1384	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=3	Said Aqil: Jadikan Covid-19 Peringatan Keras untuk Pengendalian Diri								net	
1385	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=3	UPDATE: Kasus Baru Covid-19 Tersebar di 26 Provinsi, DKI Catat Penambahan Terbanyak								neg	
1386	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=3	Tak Mau Tergantung Impor, Indonesia Mulai Buat APD Dalam Negeri								pos	
1387	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=3	Polri: 125 Eks Napi Asimilasi Kembali Lakukan Tindak Pidana								x	
1388	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=3	UPDATE 19 Mei: Pemerintah Pantau 45.300 ODP dan 11.891 PDP Covid-19								pos	
1389	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=3	Survei BPS: 82 Responden Patuh pada Imbauan Tetap di Rumah Selama Wabah Covid-19								pos	
1390	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=3	Polisi Tetapkan 15 Tersangka Penusukan Kapolsek Pelepat dan Penyandera 7 Aparat								x	
1391	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=3	UPDATE 19 Mei: Pemerintah Telah Periksa 202.936 Spesimen Covid-19 di 80 Laboratorium								pos	
1392	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=3	Jawa Timur Berpotensi Jadi Episentrum Covid-19, PMI Alihkan Fokus Penanganan								net	
1393	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=3	Menag Sebut Shalat Idul Fitri di Luar Rumah Tingkatkan Risiko Penularan Covid-19								net	
1394	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=3	UPDATE 19 Mei: Tambah 30 Orang, Pasien Covid-19 Meninggal Jadi 1.221								neg	
1395	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=3	UPDATE 19 Mei: Bertambah 143, Kini 4.467 Pasien Sembuh dari Covid-19								pos	
1396	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=4	UPDATE: Ada 18.496 Kasus Covid-19 di Indonesia, Bertambah 486								neg	
1397	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=4	Laboratorium BPOM Ikut Laksanakan Tes PCR Covid-19, Kapasitas hingga 900 Sampel per Hari								pos	
1398	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=4	Lebih dari Separuh Peserta Kartu Prakerja Belum Dapat Insentif, Ini Penjelasan Pemerintah								x	
1399	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=4	Pemerintah Diminta Serius dalam Meningkatkan Produksi Alat Kesehatan								net	
1400	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=4	Yasonna Pastikan Akan Hadir dalam Sidang Gugatan Perppu 1/2020 di MK								x	
1401	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=4	Pemerintah Diminta Tak Longgarkan PSBB Sebelum Kasus Covid-19 Menurun								net	
1402	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=4	Petinggi Agensi Jadi Tersangka Kasus Pelarungan ABK Indonesia di Kapal Luqing Yuan Yu 623								x	
1403	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=4	Politisi Nasdem Saran Bansos Berupa Uang Tunai, Dinilai Lebih Efisien dan Akuntabel								x	
1404	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=4	Pakar Epidemiologi: PSBB Berbasis Masyarakat Lebih Efektif Atasi Penyebaran Covid-19								net	
1405	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=4	Diminta Jokowi Awasi Penyaluran Bansos, Ini Langkah KPK								x	
1406	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=4	Tagar #TerserahIndonesia, Kritik di Tengah Rencana Era Normal Baru...								net	
1407	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=4	RS Darurat Wisma Atlet Tangani 1.049 Pasien Positif Covid-19								net	
1408	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=4	Komunikasi dengan Raja Salman, Jokowi Belum Dapat Kepastian soal Haji								x	
1409	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=4	Jokowi Tak Masalah Pasar Kembali Ramai, Komisi VIII: Itu Langgar PSBB								net	
1410	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=4	Pemerintah Tunda Pendaftaran Kartu Prakerja Gelombang 4, Ini Alasannya								x	
1411	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=5	Menko Polhukam: Shalat Idul Fitri di Masjid dan Lapangan Dilarang Sesuai Permenkes								x	
1412	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=5	Wapres Ma'ruf Ingatkan Masyarakat Manfaatkan Teknologi untuk Silaturahim Lebaran								x	
1413	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=5	Mahfud MD Jawab Kritik MUI soal Ambivalensi Pemerintah Tangani Corona								net	
1414	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=5	Pemerintah Diminta Beri Dukungan bagi Warga yang Kehilangan Pekerjaan dan Tempat Tinggal								x	
1415	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=5	Jokowi Ucapkan Terima Kasih ke MUI dan Semua Ormas Islam								x	
1416	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=5	Bantuan Hukum untuk 2 Terdakwa Kasus Novel Masih Dikritik, Polri: Silakan Sampaikan dalam Sidang								x	
1417	https://indeks.kompas.com/?site=nasional&date=2020-05-19&page=5	Pemerintah Sebut Telah Sediakan Pelatihan Kartu Prakerja yang Gratis								x	
