	alamat	judul								1st glance	2nd glance
420	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=3	UPDATE 6 Mei: Pasien Covid-19 yang Meninggal Kini 895 Orang									
421	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=4	UPDATE: Bertambah 120, Kini Ada 2.317 Pasien Sembuh dari Covid-19									
422	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=4	Pakar: Epidemi Covid-19 di RI Tak Akan Selesai dalam Waktu Dekat									
423	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=4	UPDATE: Kasus Covid-19 di Indonesia Kini 12.438 Orang, Bertambah 367									
424	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=4	Ini Alasan Gugus Tugas Melonggarkan Perjalanan Tertentu Selama PSBB									
425	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=4	BPK Temukan 5.480 Permasalahan Pengelolaan Anggaran Pusat dan Daerah									
426	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=4	Dirjen PAS Baru Diminta Tuntaskan Persoalan Kelebihan Kapasitas Lapas									
427	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=4	Banyak Masyarakat Terancam Diusir dari Hunian karena Tak Mampu Bayar Sewa									
428	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=4	Laode M Syarif Minta KPK Kejar Piutang PNBP dari Sektor SDA 									
429	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=4	Ini Pendapat Pakar soal Penyebab Lonjakan Kasus Baru Covid-19									
430	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=4	Ini Kriteria Warga yang Dapat Kelonggaran Gunakan Moda Transportasi 									
431	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=4	Penanganan Covid-19, DPR Aktif Berikan Peralatan Rapid Test ke Berbagai RS									
432	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=4	Korlantas: 30.193 Kendaraan Diputar Balik Sejak Larangan Mudik Berlaku									
433	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=4	Bawaslu Sebut Perppu 2/2020 Tak Berikan Kepastian Waktu Pelaksanaan Pilkada									
434	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=4	ICJR Dorong Kemenkumham Bebaskan Napi Rentan Terpapar Covid-19									
435	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=4	Doni Monardo: Saya Tegaskan, Mudik Tetap Dilarang!									
436	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=5	Pandemi Covid-19 Dinilai Lahirkan Normalitas Baru yang Positif									
437	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=5	Pemerintah Diminta Redam Gelombang PHK Akibat Wabah Covid-19									
438	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=5	Lemahnya Regulasi Pemerintah Terkait Praktik Pinjaman Online									
439	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=5	Jabat Kepala BNPT, Boy Rafli Akan Gandeng Ulama Hadapi Radikalisme									
440	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=5	Bawaslu: Pilkada Lebih Aman Ditunda hingga 2021, tetapi Kita Hargai Perppu									
441	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=5	Dian Ediana Rae, Doktor Hukum Ekonomi Keuangan yang Menjabat Kepala PPATK									
442	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=5	Praktik Korupsi di Sektor SDA Disebut Banyak Terkait Dana Pilkada									
443	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=5	Pejabat Negara Diperbolehkan Bepergian, Tak Boleh Ajak Keluarga									
444	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=5	Rapat dengan DPR, Gojek Laporkan Penurunan Pemesanan GoFood akibat Pandemi Covid-19									
445	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=5	Anak Muda Diminta Berempati pada Tenaga Medis dengan Tetap Berada di Rumah									
446	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=5	Eks Komisioner Dorong KPK Tindak Kasus Korupsi di Sektor SDA									
447	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=5	LBH Jakarta: Imbas Covid-19, Banyak Perusahaan Desak Karyawannya Mengundurkan Diri									
448	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=5	Pemerintah Diingatkan untuk Jaga Psikologis Pelaku Ekonomi									
449	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=5	BIN Gelar Tes Massal Covid-19 di Stasiun Dukuh Atas, 1 Orang Diisolasi									
450	https://indeks.kompas.com/?site=nasional&date=2020-05-6&page=5	Dua Kemungkinan yang Dihadapi PAN Tanpa Amien Rais dan Keluarga									
451	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=1	"Pemerintah Minta Bantuan ""Coast Guard"" Korea Selatan Investigasi Kapal Ikan China"									
452	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=1	Pemerintah RI Minta Bantuan China Usut Kapal yang Larung ABK Indonesia									
453	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=1	Menlu Ungkap Nasib 46 ABK Indonesia di Kapal Ikan China									
454	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=1	2.381 Pasien Sembuh dari Covid-19, Terbanyak di Provinsi Ini									
455	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=1	Menlu Sebut ABK Indonesia Dilarung ke Laut atas Persetujuan Keluarga									
456	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=1	Pemerintah Diminta Selidiki 3 Perusahaan Perekrut ABK WNI untuk Kapal China									
457	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=1	Pedagang Positif Covid-19, Pasar Simo dan Pasar Simo Gunung Ditutup 14 Hari									
458	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=1	Kronologi 4 Kematian ABK Indonesia di Kapal Ikan China Menurut Menlu									
459	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=1	Hingga 7 Mei, Pemerintah Telah Periksa 134.151 Spesimen Covid-19 di 52 Laboratorium									
460	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=1	Kasus Baru Covid-19 Tersebar di 19 Provinsi, Jawa Catat Penambahan Signifikan 									
461	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=1	Yurianto: PSBB Kebutuhan Masyarakat, Bukan Hanya Kebutuhan Pemerintah									
462	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=1	Tanpa Masker, Kemungkinan Pasien Covid-19 Tularkan Orang Lain 75 Persen									
463	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=1	UPDATE 7 Mei: Tambah 64, Pasien Sembuh Covid-19 Jadi 2.381 Orang									
464	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=1	UPDATE 7 MEI: Tambah 35, Pasien Covid-19 Meninggal Dunia Jadi 930 Orang									
465	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=1	UPDATE 7 MEI: Bertambah 338, Kini Ada 12.776 Kasus Covid-19 di Indonesia 									
466	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=2	Membangun Jembatan, Refleksi dari Sekolah Demokrasi LP3ES									
467	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=2	Kepala Daerah Salahgunakan Bansos Covid-19, Komisi II: Kejahatan yang Tak Bisa Dibiarkan									
468	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=2	Soal Kartu Prakerja, Politisi PAN: Jangan Setelah Pelatihan Tetap Menganggur									
469	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=2	Mumtaz Rais Sindir Sang Kakak, Hanafi Rais, Tak Dewasa Berpolitik 									
470	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=2	ICW: KPK Era Firli Bahuri Minim Penindakan, tapi Surplus Buronan									
471	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=2	Jenazah ABK WNI Dilarung ke Laut, Komisi I DPR Minta Pemerintah Investigasi Dugaan Perdagangan Orang									
472	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=2	Pemerintah Akan Panggil Dubes China soal Jenazah ABK Indonesia yang Dilarung ke Laut									
473	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=2	Berikan Sembako kepada Nenek Jompo, Mensos: Ini Titipan dari Presiden									
474	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=2	Tenaga Ahli KSP Sebut Mitra dan Pelatihan Kartu Prakerja Bisa Dievaluasi									
475	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=2	KSP: Kartu Prakerja Dimodifikasi Jadi Semi Bansos, Komponen Pelatihan Hanya 28 Persen									
476	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=2	Jokowi Ingin Roda Perekonomian Tetap Berjalan di Tengah Wabah Corona									
477	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=2	Jokowi Anggap PSBB Kebijakan Tepat Hadapi Wabah Covid-19, Bukan Lockdown									
478	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=2	Jokowi: Kita Harus Hidup Berdamai dengan Covid-19 sampai Vaksin Ditemukan									
479	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=2	Komisi VII DPR Minta PLN Transparan Menjelaskan soal Bengkaknya Tagihan Listrik Warga									
480	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=2	Berikan Remisi Khusus Waisak, Kemenkumham Hemat Anggaran Rp 606 Juta									
481	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=3	Istana: Mudik Tetap Dilarang!									
482	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=3	Kepala PPATK: Kasus Jiwasraya Butuh Perhatian									
483	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=3	Mensos Akui Pernah Usulkan Bantuan Tunai untuk Warga, tapi Ditolak Presiden									
484	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=3	Soal Mundurnya Hanafi Rais, Sekjen PAN: Kami Hormati Keputusannya									
485	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=3	1.049 Narapidana Buddha Terima Remisi Khusus Waisak, 10 Langsung Bebas									
486	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=3	2.713 Pasien Covid-19 Sembuh dan Harapan Merdeka dari Wabah pada Agustus									
487	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=3	Ingat, Mudik Tetap Dilarang meski Moda Transportasi Beroperasi Lagi									
488	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=3	Ini Sebaran 12.438 Kasus Covid-19 di 34 Provinsi, DKI Jakarta Catat 4.770 Kasus									
489	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=3	UPDATE: Sebaran 2.317 Pasien Covid-19 yang Sembuh, Terbanyak di 5 Provinsi									
490	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=3	NA									
491	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=3	NA									
492	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=3	NA									
493	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=3	NA									
494	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=3	NA									
495	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=3	NA									
496	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=4	NA									
497	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=4	NA									
498	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=4	NA									
499	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=4	NA									
500	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=4	NA									
501	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=4	NA									
502	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=4	NA									
503	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=4	NA									
504	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=4	NA									
505	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=4	NA									
506	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=4	NA									
507	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=4	NA									
508	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=4	NA									
509	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=4	NA									
510	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=4	NA									
511	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=5	NA									
512	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=5	NA									
513	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=5	NA									
514	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=5	NA									
515	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=5	NA									
516	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=5	NA									
517	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=5	NA									
518	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=5	NA									
519	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=5	NA									
520	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=5	NA									
521	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=5	NA									
522	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=5	NA									
523	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=5	NA									
524	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=5	NA									
525	https://indeks.kompas.com/?site=nasional&date=2020-05-7&page=5	NA									
526	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=1	Keaktifan Tangsel Verifikasi DTKS, Mempermudah Kemensos Salurkan Bansos								x	
527	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=1	Mensos Tagih Pemda yang Belum Serahkan Data Penerima Bansos Tunai								x	
528	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=1	Dalam RUU Cipta Kerja, Pemerintah Dinilai Terlalu Berpihak pada Kepentingan investasi								x	
529	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=1	Di Tengah Pandemi Covid-19, Pemda Dinilai Perlu Anggarkan Dana Khusus Karhutla								net	
530	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=1	Warga Miskin Bertambah, Mensos Minta Pemda Bantu Lengkapi Data Penerima Bansos								x	
531	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=1	PKS: Banyak Ketentuan dalam RUU Cipta Kerja Berpotensi Rugikan Masyarakat								x	
532	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=1	Penyuap Emirsyah Satar, Soetikno Soedarjo Divonis 6 Tahun Penjara								x	
533	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=1	KLHK: Luas Karhutla selama Januari hingga Maret Mencapai 8.254 Hektare								x	
534	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=1	Pemerintah Diminta Evaluasi Sistem Perekrutan ABK								x	
535	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=1	Baleg Setujui Harmonisasi RUU Tentang Penanggulangan Bencana								x	
536	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=1	Koalisi Masyarakat Nilai Revisi UU MK tak Substansial								x	
537	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=1	Amnesty Minta Penyebab Kematian ABK Indonesia di Kapal Long Xing 629 Diusut Tuntas								x	
538	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=1	Mendes: BLT Sudah Cair di 10.000 Desa								x	
539	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=1	Atasi Covid-19, Indonesia Belajar dari Penanganan Pandemi Spanish Flu								net	
540	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=1	Presiden Harus Kontrol Ketat Perppu Nomor 1 Tahun 2020, Jangan Sampai Ada Penumpang Gelap								x	
541	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=2	Tiba di Tanjung Priok, 123 ABK WNI Jalani Tes Swab								x	
542	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=2	Jubir Pemerintah: Konsultasi Medis Masyarakat Terkait Covid-19 Harus Diakomodasi								pos	
543	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=2	Badan Restorasi Gambut: Riau Provinsi Paling Rawan Kebakaran Hutan dan Lahan								x	
544	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=2	Komisi XI DPR: Perppu Penanganan Covid-19 Berpotensi Langgar Konstitusi								neg	
545	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=2	UPDATE 8 Mei: Pemerintah Periksa 103.361 Orang Terkait Covid-19 di Indonesia								pos	
546	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=2	Jaksa Agung Janji Tindak Anak Buah yang Melanggar Saat Dampingi Realokasi Anggaran								x	
547	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=2	Mantan Pejabat Kemenpora Mengaku Serahkan Rp 400 Juta ke Imam Nahrawi Melalui Aspri								x	
548	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=2	RSD Wisma Atlet Rawat 650 Pasien Positif Covid-19								net	
549	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=2	Badan Informasi Geospasial dan KLHK Kerja Sama Susun Peta Potensi Rawan Karhutla								x	
550	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=2	Dampak Covid-19, Pemerintah Prediksi Jumlah Penduduk Miskin Meningkat Jadi 12 Persen								neg	
551	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=2	Ingin Covid-19 Reda pada Juni-Juli, Masyarakat Diminta Disiplin 								net	
552	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=2	Masker Bedah dan N95 Diprediksi Kembali Langka jelang Puncak Kemarau								neg	
553	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=2	Selain PCR, Pemerintah Gunakan Tes Cepat Molekuler untuk Covid-19								net	
554	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=2	Eks Dirut Garuda Emirsyah Satar Divonis 8 Tahun Penjara								x	
555	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=2	Jelang Puncak Kemarau, Kemenkes Ingatkan Karhutla Bisa Perburuk Pasien Covid-19								neg	
556	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=3	Kebijakan PSBB Dinilai Belum Berdampak Cegah Penularan Covid-19								neg	
557	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=3	UPDATE 8 Mei: ODP Covid-19 Kini Berjumlah 244.480 Orang, PDP 29.087								net	
558	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=3	Jaksa Agung Sarankan Tindakan Represif dalam Penerapan PSBB								neg	
559	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=3	Kementerian PPPA Beri Paket Bantuan Kebutuhan Perempuan dan Anak Terdampak Covid-19								pos	
560	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=3	Kasus Baru Covid-19 Tersebar di 21 Provinsi, DKI Jakarta Catat Penambahan Signifikan 								neg	
561	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=3	UPDATE 8 Mei: Pasien Meninggal akibat Covid-19 Kini 943 Orang								neg	
562	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=3	UPDATE: Bertambah 113, Kini Ada 2.494 Pasien Sembuh dari Covid-19 								pos	
563	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=3	UPDATE: Kini Ada 13.112 Kasus Covid-19 di Indonesia, Bertambah 336								neg	
564	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=3	Menko PMK: Kasus Harian Positif Covid-19 di Indonesia Masih Rendah								pos	
565	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=3	WNI di Luar Negeri Positif Covid-19 Bertambah 9 Orang, Total Jadi 723								neg	
566	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=3	Prediksi Puncak Kemarau pada Agustus, BMKG Ingatkan Bahaya Karhutla di Daerah Ini								x	
567	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=3	BMKG Prediksi Puncak Musim Kemarau Terjadi pada Agustus 								x	
568	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=3	Koalisi Masyarakat Nilai Wacana Revisi UU MK Sarat Transaksi Politik 								x	
569	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=3	Kemenlu Gali Keterangan dari ABK Long Xing 629 Setibanya Mereka di Tanah Air								x	
570	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=3	Mensos Minta Pemda Rajin Telusuri Data Calon Penerima BLT Covid-19								pos	
571	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=4	Menko PMK: Kasus Harian Covid-19 di Indonesia Turun, meski Tak Drastis								pos	
572	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=4	14 WNI ABK Kapal Long Xing 629 Diterbangkan ke Tanah Air dari Korsel								x	
573	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=4	ICW Nilai Alasan KPK yang Tak Kunjung Tangkap Buronan Tidak Relevan								x	
574	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=4	Mensos: Pemerintah Punya Keterbatasan Tangani Covid-19, Silakan Koreksi 								neg	
575	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=4	Menko PMK: Banyak Penduduk yang Miskin Kagetan akibat Covid-19								neg	
576	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=4	Mensos: Musuh Kita Bukan Hanya Covid-19, tetapi Juga Hoaks								neg	
577	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=4	Dapat Promosi, Direktur Penyidikan KPK Panca Putra Ditarik Polri								x	
578	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=4	Pemerintah Didesak Segera Terbitkan PP Perlindungan ABK								x	
579	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=4	PPP: Kelonggaran Operasi Moda Transportasi Membuat PSBB Tak Maksimal								neg	
580	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=4	Cegah Covid-19, MUI Desak Pemerintah Tolak Masuknya TKA China								pos	
581	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=4	Kendaraan yang Nekat Mudik dari Jabar dan Banten Meningkat pada Kamis Kemarin								x	
582	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=4	Mensos Sebut Politisasi Bansos di Daerah Sangat Masif								x	
583	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=4	FBLP: Menaker Melanggar Aturan Terkait Pembayaran THR								x	
584	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=4	Ketua MPR Minta Pemerintah Evaluasi Data Penerima Bansos Tahap Pertama								x	
585	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=4	Moda Transportasi Beroperasi Kembali, Anggota Komisi IX: Jangan Overlapping Kebijakan								x	
586	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=5	Ketua MPR: Kebijakan Pemerintah Operasikan Kembali Transportasi Umum Membingungkan								x	
587	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=5	Buruh Nilai Aturan soal Boleh Tunda Bayar THR Bukti Kegagalan Menaker								x	
588	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=5	Pemerintah Disebut Lalai Awasi Prosedur Rekrutmen ABK Indonesia								x	
589	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=5	Bareskrim Akan Periksa 14 ABK Indonesia di Kapal Ikan China soal Dugaan Perdagangan Orang								x	
590	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=5	Empati untuk Buruh di Tengah Pandemi								pos	
591	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=5	Cerita Perantau Dilarang Mudik Ibunya demi Cegah Covid-19, Sedih meski Bisa Komunikasi								net	
592	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=5	Kemenkes Minta Seluruh Rumah Sakit Ajukan Klaim Penanganan Pasien Covid-19 								pos	
593	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=5	Pemerintah RI Diminta Pro Aktif Bantu Korsel Investigasi Dugaan Ekploitasi ABK WNI								x	
594	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=5	Soal THR Boleh Ditunda, Buruh Nilai Kapabilitas Menaker Rendah dalam Lindungi Hak Karyawan								x	
595	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=5	Jangan Hanya Diplomatis, Pemerintah Diminta Tegas saat Panggil Dubes China								x	
596	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=5	10.000 Relawan Gugus Tugas Covid-19 Dapat Perlindungan Asuransi								pos	
597	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=5	Mensos: Tidak Mungkin Penyaluran Bansos 100 Persen Tepat Sasaran								x	
598	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=5	Ketua MPR Desak Pemerintah Investigasi Eksploitasi WNI Jadi ABK di Kapal China								x	
599	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=5	Saat Mumtaz Rais Anggap Saudara-saudara Kandungnya Baper Politik...								x	
600	https://indeks.kompas.com/?site=nasional&date=2020-05-8&page=5	Kapolri Pimpin Serah Terima Jabatan Irwasum Polri hingga 9 Kapolda								x	
601	https://indeks.kompas.com/?site=nasional&date=2020-05-9&page=1	Unair Optimistis Segera Temukan Kandidat Obat Covid-19								pos	
602	https://indeks.kompas.com/?site=nasional&date=2020-05-9&page=1	Polri Periksa 14 ABK WNI Kapal Long Xin Terkait Pelarungan 3 Jenazah 								x	
603	https://indeks.kompas.com/?site=nasional&date=2020-05-9&page=1	BP2MI: Keluarga 2 dari 3 ABK yang Dilarung dari Kapal China Dapat Uang Santunan								x	
604	https://indeks.kompas.com/?site=nasional&date=2020-05-9&page=1	BP2MI Terima 389 Aduan dari ABK Sejak 2018, Terbanyak Gaji Tak Dibayar								x	
605	https://indeks.kompas.com/?site=nasional&date=2020-05-9&page=1	Warga Serang, Banten Terima Bansos Tunai untuk Pertama Kali								x	
606	https://indeks.kompas.com/?site=nasional&date=2020-05-9&page=1	Pertahanan Keamanan Negara Menghadapi Ancaman Nasional (Covid-19)								net	
607	https://indeks.kompas.com/?site=nasional&date=2020-05-9&page=1	BP2MI Bentuk Tim Investigasi Selidiki Proses Penempatan ABK Kapal Long Xing								x	
608	https://indeks.kompas.com/?site=nasional&date=2020-05-9&page=1	Transparansi Data Penerima Jadi Kunci Kelancaran Distribusi Bansos Covid-19								pos	
609	https://indeks.kompas.com/?site=nasional&date=2020-05-9&page=1	Molor, Bansos Pemerintah Pusat untuk Depok Baru Akan Cair Pekan Depan								x	
610	https://indeks.kompas.com/?site=nasional&date=2020-05-9&page=1	Pemerintah: Diperlukan Disiplin Kuat untuk Lawan Covid-19								pos	
611	https://indeks.kompas.com/?site=nasional&date=2020-05-9&page=1	BP2MI Prediksi 34.300 Pekerja Migran RI Pulang ke Tanah Air Selama Mei hingga Juni								x	
612	https://indeks.kompas.com/?site=nasional&date=2020-05-9&page=1	Tes Covid-19, Pemerintah Sudah Ambil Spesimen dari 108.699 Orang								pos	
613	https://indeks.kompas.com/?site=nasional&date=2020-05-9&page=1	BP2MI: 126.742 Pekerja Migran RI dari 83 Negara Sudah Pulang ke Tanah Air								x	
614	https://indeks.kompas.com/?site=nasional&date=2020-05-9&page=1	533 Kasus Baru Positif Covid-19 dalam Sehari, Tertinggi sejak 2 Maret								neg	
615	https://indeks.kompas.com/?site=nasional&date=2020-05-9&page=1	UPDATE 9 Mei: Jumlah ODP Covid-19 246.847 Orang, PDP 29.690								net	
616	https://indeks.kompas.com/?site=nasional&date=2020-05-9&page=2	Cerita Gubernur Ganjar Kesal Ditawari Masker dan APD Harga Tak Wajar								neg	
