	alamat	judul	
415	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=3	UPDATE 6 Mei: Tambah 5.440 Orang, Pasien Sembuh dari Covid-19 Capai 1.552.532	pos
416	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=3	Komnas HAM Tagih Janji Jokowi Tuntaskan Pelanggaran HAM Paniai	x
417	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=3	Sekum Muhammadiyah Nilai Soal-soal TWK KPK Tak Ada Hubungan dengan Wawasan Kebangsaan	x
418	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=3	Ingatkan Larangan Mudik, Satgas: Seluruh Wilayah Perbatasan Dijaga Kepolisian	x
419	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=3	UPDATE: Tambah 5.647 Orang, Kasus Covid-19 Indonesia Capai 1.697.305	neg
420	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=3	Survei Kemenag: 88,6 Persen Responden Taat Protokol Kesehatan di Masjid	pos
421	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=4	Kementerian BUMN: Vaksinasi Gotong Royong Dimulai 17 Mei 2021	pos
422	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=4	"Kontras Sebut ""Virtual Police"" Jadi Alat Represi Baru"	x
423	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=4	Kamis Sore, Panglima TNI dan Kapolri Terbang ke Papua	x
424	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=4	KSAL Sebut KRI Nanggala-402 Sudah Terbiasa Latihan Menembak Torpedo	x
425	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=4	Satgas: Pemerintah Larang Mudik dalam Bentuk Apa Pun, Baik Lintas Provinsi dan Aglomerasi	x
426	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=4	Kritik 100 Hari Kerja Kapolri, Kontras: Tak Ada Perbaikan Penegakan Hukum dan HAM	x
427	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=4	Satgas Covid-19: Warga yang Nekat Mudik Akan Diminta Putar Balik 	net
428	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=4	Pukat UGM: Nasib 75 Pegawai KPK di Tangan Firli Bahuri	x
429	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=4	Usut Dugaan Gratifikasi di Lampung Utara, KPK Periksa 7 Saksi 	x
430	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=4	KRI Nanggala-402 Tenggelam, Panglima: Waktu yang Tepat Evaluasi Kondisi Alutsista TNI	x
431	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=4	Imigrasi: 85 WN China Masuk ke Indonesia dengan Pesawat Sewaan	x
432	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=4	Pelabelan KKB Teroris Dinilai Bukti Pemerintah Buntu Ide Selesaikan Konflik Papua	x
433	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=4	Tjahjo Dukung BKN Tindaklanjuti 75 Pegawai KPK yang Tak Penuhi Syarat TWK	x
434	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=4	Komisi I DPR Rapat dengan Panglima TNI dan KSAL, Bahas Tenggelamnya KRI Nanggala-402	x
435	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=4	Jaksa Sempat Keberatan Eks Ketum FPI Jadi Saksi Meringankan Rizieq Shihab	x
436	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=5	Respons KPK atas Putusan MK soal Penyadapan Tak Perlu Izin Dewas	x
437	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=5	Periksa 5 Pejabat Pemkot Cimahi, KPK Dalami Dugaan Suap Steppanus Robin Terkait Perkara Ajay M Priatna	x
438	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=5	Wapres Ma'ruf Dorong Gaya Hidup Halal di Indonesia Diperluas	x
439	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=5	Survei LP3ES: PDI-P, Demokrat, Gerindra Jadi Partai yang Paling Banyak Dipilih jika Pemilu Saat Ini	x
440	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=5	Pemerintah Diminta Cari Jalan Keluar soal 75 Pegawai KPK yang Tak Lolos Tes Wawasan Kebangsaan	x
441	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=5	Kemenkes: Lonjakan Kasus Covid-19 Bisa Terjadi jika Masyarakat Tak Kurangi Mobilitas	net
442	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=5	Wapres: Pengembangan Wisata Halal Terhambat Rendahnya Literasi Masyarakat	x
443	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=5	Ketum PA 212: Kami Tawarkan Ganti Biaya Kerusakan di Bandara Soekarno-Hatta, tetapi Ditolak	x
444	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=5	75 Pegawai KPK Terancam Dipecat, Johan Budi: Alih Status ASN Harusnya Tak Berdampak	x
445	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=5	Johan Budi Tak Setuju Tes Alih Status Berdampak Pemberhentian 75 Pegawai KPK	x
446	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=5	Rapat Paripurna, Puan Lantik 2 Anggota DPR Pergantian Antarwaktu	x
447	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=5	Survei LP3ES: 63,1 Persen Masyarakat Puas dengan Kinerja Jokowi-Maâ€™ruf Amin	x
448	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=5	Tinggal Bermitra dengan Satu Kementerian, Anggota Komisi VII Usul Komisinya Dibubarkan	x
449	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=5	Satgas Covid-19: Masyarakat Sudah Memaksakan Diri untuk Mudik Sebelum 6 Mei	neg
450	https://indeks.kompas.com/?site=nasional&date=2021-5-6&page=5	UPDATE: Tambah 5 di Singapura, Total 4.512 WNI Terpapar Covid-19 di Luar Negeri	neg
451	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=1	Klaim Sudah 5 Bulan Disahkan, Ini Alasan Partai Prima Baru Akan Deklarasi 1 Juni 2021	x
452	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=1	KPK Sebut Penyelenggara dan Penyusun Soal TWK adalah BKN	x
453	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=1	Ketua WP KPK Heran Ada Pertanyaan tentang Ucapan Hari Raya kepada Umat Agama Lain di TWK	x
454	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=1	Bima Arya: Pembahasan Kasus GKI Yasmin Mengerucut ke Penyelesaian	x
455	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=1	Wasekjen Sebut Partai Prima Berdiri Juli 2020, Digagas Aktivis 98	x
456	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=1	MA Kabulkan Permohonan PK Terpidana Korupsi Djoko Susilo	x
457	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=1	Periksa Wali Kota Nonaktif Cimahi, KPK Usut Dugaan Pemerasan oleh Penyidik	x
458	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=1	Kemenhub: Selama Larangan Mudik, Transportasi Umum di Wilayah Aglomerasi Boleh Beroperasi	x
459	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=1	Pemerintah Diminta Terbuka soal Masuknya WNA di Tengah Larangan Mudik	x
460	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=1	Wasekjen Sebut Partai Prima Sudah Disahkan Kemenkumham	x
461	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=1	Dirjen Imigrasi Klaim WNA Asal China yang Masuk RI Sudah Penuhi Aturan	x
462	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=1	Disebut Terlibat dalam TWK Pegawai KPK, Ini Penjelasan TNI	x
463	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=1	Perjalanan Terkait Sektor Esensial Tak Dilarang di Wilayah Aglomerasi, Ini Rinciannya	x
464	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=1	Mudik Dilarang di Wilayah Aglomerasi, Ini Aktivitas Perjalanan yang Dibolehkan	x
465	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=1	 Eks Anggota BPK Rizal Djalil Dieksekusi ke Lapas Cibinong	x
466	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=2	Pelarangan Mudik Berlaku di Wilayah Aglomerasi, Transportasi Publik Beroperasi secara Terbatas	x
467	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=2	Penumpang Positif Covid-19 Lolos Naik Pesawat, Anggota DPR: Kemen BUMN Harus Tegur AP I	neg
468	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=2	Klaim Diisi Anak Muda, Partai Prima Umumkan Akan Deklarasi 1 Juni 2021	x
469	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=2	KKP Ungkap Cara Agar Ekspor Perikanan Indonesia Diterima Negara Tujuan	x
470	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=2	Usut Korupsi Asabri, Kejagung Periksa 2 Tersangka dan Seorang Saksi	x
471	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=2	Pengamat LIPI: Dibutuhkan Pendekatan Non-militeristik Selesaikan Konflik di Papua	x
472	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=2	Soal TWK terhadap Pegawai KPK Dinilai Tak Sesuai Nilai Kebangsaan	x
473	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=2	Bamsoet Nyatakan HAM Belakangan Saja, LIPI: Menutup Ruang Diskusi di Papua	x
474	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=2	ICW: Sejak 2019, KPK Merosot Secara Terstruktur	x
475	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=2	ICW: Jangan-jangan Kalau Komisoner KPK Ikut TWK, Enggak Lulus	x
476	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=2	ICW Minta Presiden Jokowi Tanggung Jawab soal TWK KPK yang Jadi Polemik	x
477	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=2	Anggap Ada Upaya Pelemahan KPK, Direktur YLBHI Sebut Presiden Bertanggung Jawab	x
478	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=2	UPDATE: Sebaran 6.327 Kasus Baru Covid-19, Tertinggi di Jawa Barat	neg
479	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=2	ICW Soroti Beda Sikap Hakim MK Saldi Isra soal Bukti Uji Formil UU KPK	x
480	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=2	LIPI: Pelabelan KKB Teroris Tingkatkan Eskalasi Konflik, Sulit Ada Dialog	x
481	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=3	Busyro Muqoddas: Tak Pernah Ada Fanatisme Kelompok Agama Apa Pun di KPK	x
482	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=3	UPDATE: 8.456.259 Orang Sudah Divaksinasi Covid-19 Dosis Kedua	pos
483	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=3	UPDATE 7 Mei : Bertambah 167, Total Pasien Covid-19 Meninggal Kini 46.663 Orang	neg
484	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=3	Pengurus GKI Yasmin Sebut Solusi Relokasi Sudah Ditawarkan sejak Lama	x
485	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=3	UPDATE 7 Mei: Ada 84.430 Suspek Terkait Covid-19	neg
486	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=3	UPDATE 7 Mei: Ada 98.546 Kasus Aktif Covid-19 di Indonesia	neg
487	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=3	UPDATE 7 Mei: Tambah 5.891 Orang, Pasien Sembuh dari Covid-19 Capai 1.558.423	pos
488	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=3	UPDATE 7 Mei: Total Spesimen Covid-19 yang Diperiksa 15.078.279	pos
489	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=3	UPDATE: Bertambah 6.327 Orang, Kasus Covid-19 Indonesia Ada 1.703.632	neg
490	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=3	Kemenko Polhukam hingga Polri Diminta Dorong Penyelesaian Kasus GKI Yasmin	x
491	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=3	Pelarian Eddy Tansil dari Penjara, Kalapas Baru Tahu Sang Koruptor Kabur 2 Hari Berikutnya	x
492	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=3	NIK Sudah Diintegrasikan, Kemendagri Nilai Perlindungan Data Pribadi Mendesak	x
493	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=3	Pelabelan KKB Teroris Dinilai Bisa Undang Kecurigaan Ada DOM Tersembunyi di Papua	x
494	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=3	Dukung Silaturahmi Virtual, Kemenkominfo Pastikan Layanan Internet Bagus Saat Lebaran	x
495	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=3	Menag: Kapasitas Gereja Tak Boleh Lebih dari 50 Persen Saat Ibadah Kenaikan Isa Almasih	x
496	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=4	GKI Yasmin: Tawaran Bima Arya Tidak Berlandaskan Hukum dan Konstitusi	x
497	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=4	MK Kembali Terima 8 Gugatan Sengketa Hasil Pilkada 2020 Setelah Pelaksanaan PSU	x
498	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=4	PSHK Kritik Pertimbangan MK Saat Putus Uji Formil UU KPK, Ini Catatannya	x
499	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=4	Heran Pegawai KPK Terancam Dipecat karena TWK, Febri Diansyah: Mereka Sudah Ditempa Kopassus, BAIS TNI, dan Akpol	x
500	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=4	Satgas: Sejak Awal Mudik Bentuk Apa Pun Dilarang, Termasuk di Kawasan Aglomerasi	x
501	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=4	Panduan Ibadah Kenaikan Isa Almasih, Menag Sarankan Lansia dan yang Rentan Ibadah Virtual	x
502	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=4	MA Batalkan SKB 3 Menteri soal Seragam Sekolah, Kemendikbud Ristek: Kami Koordinasi dengan Kemendagri dan Kemenag	x
503	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=4	Tidak Mudik, Presiden Jokowi dan Ibu Negara Akan Berada di Istana Bogor Saat Idul Fitri	x
504	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=4	Saat Menpan RB Tjahjo Kumolo Berubah Sikap soal TWK dan Nasib 75 Pegawai KPK...	x
505	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=4	Ada Pertemuan Sekjen Partai Koalisi, Golkar dan Nasdem Tak Hadir	x
506	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=4	MA Batalkan SKB 3 Menteri tentang Seragam Sekolah	x
507	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=4	Indonesia Jadi Koordinator Kemitraan ASEAN dengan AS 2021-2024	x
508	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=4	Polri: Hari Pertama Larangan Mudik, 23.573 Kendaraan Diminta Putar Balik	x
509	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=4	Kumpulkan Sekjen Partai Koalisi Pemerintahan, Hasto: Tidak Ada Pembicaraan Politik Serius	x
510	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=4	Ini Sektor Esensial yang Diizinkan Beroperasi Selama Larangan Mudik	x
511	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=5	Wakil Ketua DPR Azis Syamsuddin Tak Penuhi Panggilan KPK Hari Ini	x
512	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=5	Para Sekjen Partai Pemerintah Buka Puasa Bersama, PPP: Semoga Menyolidkan	x
513	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=5	Video Viral Gubernur Maluku Bentak Protokoler Kepresidenan, Ini Penjelasan Istana 	x
514	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=5	Ketua Satgas: Mohon Maaf yang Berniat Mudik, Tidak Bisa Terlaksana Tahun Ini	x
515	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=5	Kontras: Pelabelan KKB Teroris Langkah Reaktif Negara	x
516	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=5	Di KPK walau Beda Agama Tetap Kerja Sama Berantas Korupsi, Isu Radikal Disebut Isapan Jempol	x
517	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=5	Anggota DPR Pertanyakan Keaslian Dokumen Bebas Covid-19 WNA yang Masuk Indonesia	net
518	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=5	WNA Masuk di Tengah Larangan Mudik, Anggota Komisi IX Ini Singgung Aturan Pengecualian	x
519	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=5	 Mensos Risma Terima Hibah Mesin Braile Embosser Senilai Rp 350 Juta	x
520	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=5	Pengurus GKI Yasmin Tuntut Pemerintah Bogor Segera Buka Segel Gereja	x
521	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=5	Perubahan Sikap Menpan-RB Dinilai Indikasi Pemerintah Dukung Pemecatan 75 Pegawai KPK	x
522	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=5	Penderita Asma Patut Waspadai Covid-19, Begini Penjelasan Dokter...	net
523	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=5	Menag Ingatkan Lagi Masyarakat agar Disiplin Patuhi Panduan Ibadah Ramadhan di Tengah Pandemi	pos
524	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=5	Video Viral TNI Kerahkan Tank untuk Penyekatan Mudik di Perbatasan Bekasi-Bogor, Ini Penjelasan TNI AD	x
525	https://indeks.kompas.com/?site=nasional&date=2021-5-7&page=5	Wapres: Pemerintah Harap UU Soal Wakaf Direvisi	x
526	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=1	BKN Akui Antiradikalisme Jadi Salah Satu Aspek TWK Pegawai KPK	x
527	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=1	Kemenag Pelajari Implikasi Putusan MA Terkait Pembatalan SKB 3 Menteri soal Seragam Sekolah	x
528	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=1	ICW Nilai Jokowi Perlu Turun Tangan Terkait Polemik Alih Status Pegawai KPK	x
529	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=1	BKN: Tes Wawasan Kebangsaan Pegawai KPK Berbeda dengan TWK CPNS	x
530	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=1	UPDATE 8 Mei: 8,58 Juta Orang Sudah Divaksin Covid-19 Dosis Kedua, 13,28 Juta Dosis Pertama	pos
531	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=1	UPDATE 8 Mei: 6.130 Kasus Baru Tersebar di 31 Provinsi, Jabar Tertinggi Capai 2.209	neg
532	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=1	UPDATE 8 Mei: Ada 99.003 Kasus Aktif Covid-19 di Indonesia	neg
533	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=1	UPDATE 8 Mei: 74.547 Spesimen Covid-19 Diperiksa dalam Sehari	pos
534	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=1	UPDATE 8 Mei: Tambah 179, Total Pasien Covid-19 Meninggal Capai 46.842	neg
535	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=1	UPDATE 8 Mei: Tambah 5.494, Pasien Sembuh Covid-19 Jadi 1.563.917	pos
536	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=1	UPDATE 8 Mei: Ada 86.552 Suspek Terkait Covid-19 di Indonesia 	neg
537	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=1	Buka Peluang Usung Kader pada Pilpres 2024, PAN Tetap Akan Realistis	x
538	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=1	UPDATE 8 Mei: Kasus Covid-19 di Indonesia Capai 1.709.762, Bertambah 6.130	neg
539	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=1	Bamsoet: Apakah Diskusi Bisa Hentikan Kebrutalan KKB di Papua?	x
540	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=1	Abraham Samad Duga TWK Bertujuan Singkirkan 75 Pegawai KPK	x
541	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=2	Pengamat Nilai Ada 3 Skenario Pilpres 2024 	x
542	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=2	Sebut Seleksi KPK Ketat, Johan Budi Kaget Kasatgas hingga Eselon I Tak Lolos TWK	x
543	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=2	Dirsoskam Antikorupsi Duga 75 Pegawai Tak Lolos TWK Tidak Diinginkan di KPK	x
544	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=2	Giri Supradiono Heran Tak Lolos TWK KPK padahal Pernah Raih Makarti Bhakti Nigari Award	x
545	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=2	Dirsoskam Antikorupsi KPK: Sejumlah Penyidik yang Tak Lolos TWK Sedang Tangani Kasus Besar 	x
546	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=2	UPDATE: 4.530 WNI Terpapar Covid-19 di Luar Negeri, Bertambah di India dan Bahrain	neg
547	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=2	2 Hari Penyekatan Mudik Lebaran, Kakorlantas: 32.815 Kendaraan Putar Balik	x
548	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=2	9 Kasatgas, Novel Baswedan, dan Pengurus Inti Wadah Pegawai Disebut Tak Lolos TWK di KPK	x
549	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=2	Indonesia Dorong Kesetaraan Akses Vaksin Covid-19 bagi Semua Negara	pos
550	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=2	Menlu Sebut Peningkatan Kasus Covid-19 di Dunia 2 Pekan Terakhir Lampaui 6 Bulan Awal Pandemi	neg
551	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=2	Kasus Covid-19 di Dunia Melonjak, Menlu Minta Masyarakat Waspada	net
552	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=2	Indonesia Dukung Penghapusan Hak Paten Vaksin Covid-19	pos
553	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=2	Vaksin Covid-19 Tahap Ke-11 Tiba, Total 75,9 Juta Dosis Sudah Diterima Indonesia	pos
554	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=2	Total 6.410.500 Dosis Vaksin AstraZeneca Jalur Covax Telah Diterima Indonesia	pos
555	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=2	Sabtu Pagi, 1.389.600 Dosis Vaksin AstraZeneca Tiba di Indonesia	pos
556	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=3	Kasus Covid-19 Tembus 1,7 Juta dan Peringatan Pembatasan Pengunjung Tempat Wisata	neg
557	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=3	Bupati Garut Segel Pembangunan Masjid Ahmadiyah, YLBHI: Cederai Nilai Toleransi	x
558	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=3	Komnas HAM: Pelabelan KKB Teroris Akan Dapat Perhatian Lebih Besar di Evaluasi Rutin PBB	x
559	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=3	Koalisi Masyarakat Sipil Kecam Tindakan Bupati Garut Segel Pembangunan Masjid Ahmadiyah	x
560	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=3	Korpri Minta Pimpinan Beri Sanksi jika ASN Langgar Larangan Mudik	x
561	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=3	Mudik Lokal Juga Dilarang, Satgas: Mohon Maaf, Ini Keputusan Politik Negara	x
562	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=3	NA	
563	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=3	NA	
564	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=3	NA	
565	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=3	NA	
566	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=3	NA	
567	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=3	NA	
568	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=3	NA	
569	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=3	NA	
570	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=3	NA	
571	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=4	NA	
572	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=4	NA	
573	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=4	NA	
574	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=4	NA	
575	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=4	NA	
576	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=4	NA	
577	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=4	NA	
578	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=4	NA	
579	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=4	NA	
580	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=4	NA	
581	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=4	NA	
582	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=4	NA	
583	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=4	NA	
584	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=4	NA	
585	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=4	NA	
586	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=5	NA	
587	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=5	NA	
588	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=5	NA	
589	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=5	NA	
590	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=5	NA	
591	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=5	NA	
592	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=5	NA	
593	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=5	NA	
594	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=5	NA	
595	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=5	NA	
596	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=5	NA	
597	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=5	NA	
598	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=5	NA	
599	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=5	NA	
600	https://indeks.kompas.com/?site=nasional&date=2021-5-8&page=5	NA	
601	https://indeks.kompas.com/?site=nasional&date=2021-5-9&page=1	KPK Bantah Lempar Tanggung Jawab soal Nasib 75 Pegawai yang Tak Lolos Tes Wawasan Kebangsaan	x
602	https://indeks.kompas.com/?site=nasional&date=2021-5-9&page=1	Kapolri: Daerah Zona Merah Covid-19 Tak Boleh Buka Tempat Wisata	net
603	https://indeks.kompas.com/?site=nasional&date=2021-5-9&page=1	Pimpinan KPK Pastikan Tak Ada Pegawai yang Diberhentikan karena Tak Lolos Tes Wawasan Kebangsaan	x
604	https://indeks.kompas.com/?site=nasional&date=2021-5-9&page=1	UPDATE 9 Mei: 8,6 Juta Orang Sudah Divaksin Covid-19 Dosis Kedua 	pos
